incident_number,season,alarm_type,repeat_count,time_of_day2,build_type,work_end,true_alarm,false_alarm,true_percentage,false_percentage
122146-29072014,Winter,6990,8,Cooking-time,others,Work_days,0,1,0,100
122314-29072014,Winter,1900,1,Office Hours,others,Work_days,0,1,0,100
123051-30072014,Winter,6100,1,Cooking-time,restaurant,Work_days,0,1,0,100
125231-02082014,Winter,1100,2,Office Hours,hotel,Week_ends,0,1,0,100
125284-02082014,Winter,1100,3,Office Hours,hotel,Week_ends,0,1,0,100
125320-02082014,Winter,1100,4,Cooking-time,hotel,Week_ends,0,1,0,100
125520-02082014,Winter,6200,2,Office Hours,shopping_mall,Week_ends,0,1,0,100
126009-03082014,Winter,6200,1,Cooking-time,others,Week_ends,0,2,0,100
127208-04082014,Winter,0,0,Night-time,school,Work_days,0,1,0,100
127448-05082014,Winter,6200,2,Cooking-time,shopping_mall,Work_days,0,1,0,100
127999-06082014,Winter,1100,1,Cooking-time,hotel,Work_days,0,1,0,100
128426-06082014,Winter,6100,2,Cooking-time,shopping_mall,Work_days,0,2,0,100
130093-09082014,Winter,1100,0,Cooking-time,restaurant,Week_ends,0,1,0,100
130618-09082014,Winter,6100,2,Cooking-time,hospital,Week_ends,0,1,0,100
130650-09082014,Winter,6100,3,Cooking-time,hospital,Week_ends,0,2,0,100
130952-10082014,Winter,6200,2,Cooking-time,shopping_mall,Week_ends,0,1,0,100
130992-10082014,Winter,6200,3,Cooking-time,shopping_mall,Week_ends,0,1,0,100
132023-11082014,Winter,6100,2,Night-time,hotel,Work_days,0,1,0,100
132075-12082014,Winter,6210,0,Night-time,office,Work_days,0,1,0,100
132549-12082014,Winter,6900,3,Cooking-time,hotel,Work_days,0,2,0,100
135065-17082014,Winter,6100,1,Night-time,office,Week_ends,0,1,0,100
135192-17082014,Winter,6110,3,Cooking-time,others,Week_ends,0,1,0,100
135236-17082014,Winter,6100,2,Office Hours,office,Week_ends,0,1,0,100
135396-17082014,Winter,6200,0,Office Hours,hospital,Week_ends,0,1,0,100
135717-18082014,Winter,6110,4,Cooking-time,others,Work_days,0,1,0,100
135914-18082014,Winter,6900,4,Cooking-time,others,Work_days,0,1,0,100
136170-18082014,Winter,6100,2,Cooking-time,hotel,Work_days,0,1,0,100
136190-18082014,Winter,6900,6,Night-time,others,Work_days,0,1,0,100
136194-18082014,Winter,6900,8,Night-time,others,Work_days,0,1,0,100
136295-19082014,Winter,6200,2,Night-time,others,Work_days,0,1,0,100
136493-19082014,Winter,6200,1,Cooking-time,office,Work_days,0,1,0,100
137300-21082014,Winter,6100,2,Night-time,shopping_mall,Work_days,0,1,0,100
137700-21082014,Winter,6100,3,Cooking-time,shopping_mall,Work_days,0,1,0,100
137788-22082014,Winter,6100,4,Night-time,shopping_mall,Work_days,0,1,0,100
137800-22082014,Winter,6100,5,Night-time,shopping_mall,Work_days,0,1,0,100
138402-23082014,Winter,6200,1,Night-time,shopping_mall,Week_ends,0,2,0,100
138487-23082014,Winter,6900,1,Office Hours,industry_facility,Week_ends,0,1,0,100
138508-23082014,Winter,6900,2,Office Hours,apartment,Week_ends,0,1,0,100
138956-24082014,Winter,1100,0,Night-time,hospital,Week_ends,0,1,0,100
138971-24082014,Winter,1100,1,Cooking-time,hospital,Week_ends,0,1,0,100
139016-24082014,Winter,6990,2,Office Hours,house,Week_ends,0,1,0,100
139170-24082014,Winter,6900,4,Office Hours,others,Week_ends,0,1,0,100
139467-25082014,Winter,6200,1,Cooking-time,rest_home,Work_days,0,2,0,100
140088-26082014,Winter,1100,2,Cooking-time,school,Work_days,0,1,0,100
140221-26082014,Winter,6200,1,Office Hours,school,Work_days,0,1,0,100
140311-26082014,Winter,6200,2,Night-time,school,Work_days,0,1,0,100
140565-27082014,Winter,1100,1,Office Hours,office,Work_days,0,2,0,100
141916-30082014,Winter,6990,1,Cooking-time,rest_home,Week_ends,0,2,0,100
142270-30082014,Winter,6990,1,Night-time,tansport,Week_ends,0,1,0,100
144422-04092014,Spring,6100,3,Cooking-time,apartment,Work_days,0,1,0,100
144514-04092014,Spring,6100,4,Cooking-time,apartment,Work_days,0,1,0,100
144724-04092014,Spring,1200,0,Cooking-time,hotel,Work_days,0,3,0,100
144797-05092014,Spring,1200,1,Night-time,hotel,Work_days,0,1,0,100
144923-05092014,Spring,6100,2,Office Hours,shopping_mall,Work_days,0,3,0,100
145145-05092014,Spring,6100,3,Cooking-time,shopping_mall,Work_days,0,3,0,100
145903-07092014,Spring,6900,3,Office Hours,others,Week_ends,0,1,0,100
146570-08092014,Spring,1900,0,Cooking-time,shopping_mall,Work_days,0,1,0,100
146752-09092014,Spring,6100,1,Night-time,restaurant,Work_days,0,1,0,100
146772-09092014,Spring,6100,2,Cooking-time,restaurant,Work_days,0,1,0,100
146835-09092014,Spring,1100,3,Cooking-time,office,Work_days,0,1,0,100
147262-10092014,Spring,1100,4,Night-time,others,Work_days,0,2,0,100
147270-10092014,Spring,1100,5,Night-time,others,Work_days,0,1,0,100
147275-10092014,Spring,1100,6,Night-time,others,Work_days,0,1,0,100
147280-10092014,Spring,1100,7,Night-time,others,Work_days,0,1,0,100
147436-10092014,Spring,1200,1,Office Hours,hotel,Work_days,0,1,0,100
148869-13092014,Spring,6200,0,Night-time,hospital,Week_ends,0,1,0,100
148870-13092014,Spring,1120,1,Night-time,others,Week_ends,0,1,0,100
149134-13092014,Spring,1900,1,Cooking-time,others,Week_ends,0,1,0,100
149844-14092014,Spring,6990,3,Cooking-time,public_facility,Week_ends,0,1,0,100
150593-16092014,Spring,6990,4,Night-time,others,Work_days,0,3,0,100
150617-16092014,Spring,6990,5,Cooking-time,others,Work_days,0,2,0,100
151235-17092014,Spring,0,0,Cooking-time,office,Work_days,0,1,0,100
151613-18092014,Spring,6200,1,Night-time,tansport,Work_days,0,1,0,100
152717-20092014,Spring,6990,0,Night-time,restaurant,Week_ends,0,2,0,100
153324-20092014,Spring,6100,1,Night-time,apartment,Week_ends,0,2,0,100
153430-21092014,Spring,6900,1,Night-time,industry_facility,Week_ends,0,1,0,100
153508-21092014,Spring,6100,3,Cooking-time,others,Week_ends,0,1,0,100
154851-23092014,Spring,1900,0,Office Hours,apartment,Work_days,0,1,0,100
155137-24092014,Spring,6210,0,Night-time,office,Work_days,0,2,0,100
155179-24092014,Spring,6990,3,Night-time,office,Work_days,0,2,0,100
155198-24092014,Spring,6990,4,Cooking-time,office,Work_days,0,1,0,100
156494-26092014,Spring,6110,0,Office Hours,house,Work_days,0,1,0,100
156929-27092014,Spring,6900,2,Office Hours,hospital,Week_ends,0,3,0,100
156953-27092014,Spring,6990,2,Office Hours,apartment,Week_ends,0,1,0,100
157235-27092014,Spring,6110,1,Night-time,hotel,Week_ends,0,1,0,100
157322-28092014,Spring,6900,2,Night-time,apartment,Week_ends,0,1,0,100
157323-28092014,Spring,6900,4,Night-time,hospital,Week_ends,0,1,0,100
157431-28092014,Spring,6900,1,Office Hours,restaurant,Week_ends,0,1,0,100
157598-28092014,Spring,6990,3,Cooking-time,apartment,Week_ends,0,2,0,100
157666-28092014,Spring,6900,1,Office Hours,public_facility,Week_ends,0,4,0,100
157817-28092014,Spring,6900,5,Cooking-time,hospital,Week_ends,0,1,0,100
157977-28092014,Spring,1100,0,Night-time,rest_home,Week_ends,0,1,0,100
158010-29092014,Spring,6990,1,Night-time,house,Work_days,0,2,0,100
158084-29092014,Spring,6200,0,Cooking-time,tansport,Work_days,0,1,0,100
158334-29092014,Spring,6990,3,Cooking-time,hotel,Work_days,0,1,0,100
158736-30092014,Spring,1100,3,Night-time,school,Work_days,0,1,0,100
159878-01102014,Spring,6900,2,Office Hours,hospital,Work_days,0,1,0,100
159914-01102014,Spring,0,0,Office Hours,rest_home,Work_days,0,3,0,100
160381-01102014,Spring,6990,3,Cooking-time,public_facility,Work_days,0,1,0,100
160530-02102014,Spring,6200,1,Night-time,hotel,Work_days,0,3,0,100
160665-02102014,Spring,0,0,Office Hours,apartment,Work_days,0,3,0,100
161229-03102014,Spring,6990,1,Night-time,tansport,Work_days,0,2,0,100
161935-04102014,Spring,0,0,Night-time,hotel,Week_ends,0,1,0,100
161985-04102014,Spring,1100,0,Night-time,public_facility,Week_ends,0,2,0,100
162119-04102014,Spring,6990,2,Office Hours,hotel,Week_ends,0,1,0,100
162159-04102014,Spring,6200,1,Office Hours,hotel,Week_ends,0,1,0,100
162321-04102014,Spring,6900,1,Office Hours,hotel,Week_ends,0,1,0,100
162400-04102014,Spring,6210,0,Office Hours,office,Week_ends,0,1,0,100
162787-05102014,Spring,6110,0,Night-time,shopping_mall,Week_ends,0,1,0,100
162813-05102014,Spring,6990,2,Night-time,apartment,Week_ends,0,3,0,100
164972-08102014,Spring,6210,1,Cooking-time,office,Work_days,0,1,0,100
165807-09102014,Spring,0,0,Cooking-time,hotel,Work_days,0,4,0,100
166929-11102014,Spring,6900,2,Office Hours,public_facility,Week_ends,0,1,0,100
167451-11102014,Spring,6900,3,Cooking-time,public_facility,Week_ends,0,2,0,100
167503-11102014,Spring,0,0,Cooking-time,office,Week_ends,0,1,0,100
168014-12102014,Spring,1170,0,Office Hours,industry_facility,Week_ends,0,1,0,100
168075-12102014,Spring,6100,1,Office Hours,rest_home,Week_ends,0,1,0,100
168109-12102014,Spring,6100,1,Office Hours,industry_facility,Week_ends,0,1,0,100
169077-14102014,Spring,6990,5,Office Hours,others,Work_days,0,1,0,100
169494-14102014,Spring,6110,2,Cooking-time,public_facility,Work_days,0,1,0,100
170147-15102014,Spring,6900,5,Night-time,others,Work_days,0,1,0,100
170327-15102014,Spring,6990,1,Cooking-time,restaurant,Work_days,0,1,0,100
170427-15102014,Spring,6110,1,Office Hours,hospital,Work_days,0,1,0,100
170573-15102014,Spring,6100,3,Office Hours,shopping_mall,Work_days,0,1,0,100
170601-15102014,Spring,6900,6,Office Hours,others,Work_days,0,1,0,100
170676-15102014,Spring,1110,0,Cooking-time,others,Work_days,0,1,0,100
170973-16102014,Spring,1110,1,Cooking-time,others,Work_days,0,1,0,100
171530-17102014,Spring,1100,4,Office Hours,others,Work_days,0,1,0,100
172108-18102014,Spring,6100,2,Cooking-time,public_facility,Week_ends,0,2,0,100
172152-18102014,Spring,6100,3,Cooking-time,public_facility,Week_ends,0,1,0,100
172294-18102014,Spring,6100,4,Cooking-time,public_facility,Week_ends,0,1,0,100
172685-19102014,Spring,6200,2,Cooking-time,apartment,Week_ends,0,2,0,100
175577-24102014,Spring,6100,2,Cooking-time,public_facility,Work_days,0,2,0,100
176054-25102014,Spring,6110,0,Night-time,office,Week_ends,0,2,0,100
176092-25102014,Spring,6990,3,Night-time,apartment,Week_ends,0,1,0,100
176281-25102014,Spring,2350,0,Office Hours,others,Week_ends,0,1,0,100
176293-25102014,Spring,1100,0,Office Hours,hospital,Week_ends,0,1,0,100
176785-25102014,Spring,6900,2,Night-time,hospital,Week_ends,0,1,0,100
176948-26102014,Spring,6990,2,Cooking-time,apartment,Week_ends,0,2,0,100
177540-26102014,Spring,0,0,Night-time,school,Week_ends,0,1,0,100
178439-27102014,Spring,0,0,Night-time,office,Work_days,0,1,0,100
179344-29102014,Spring,1100,0,Office Hours,hospital,Work_days,0,1,0,100
179864-30102014,Spring,0,0,Cooking-time,public_facility,Work_days,0,1,0,100
180236-30102014,Spring,1100,1,Office Hours,tansport,Work_days,0,1,0,100
180410-30102014,Spring,6900,2,Night-time,tansport,Work_days,0,1,0,100
180411-30102014,Spring,1100,2,Night-time,tansport,Work_days,0,1,0,100
180416-30102014,Spring,1100,0,Night-time,restaurant,Work_days,0,2,0,100
180429-30102014,Spring,6900,3,Night-time,tansport,Work_days,0,1,0,100
180430-30102014,Spring,1100,3,Night-time,tansport,Work_days,0,1,0,100
180477-31102014,Spring,0,0,Night-time,hospital,Work_days,0,1,0,100
181349-01112014,Spring,6900,2,Night-time,public_facility,Week_ends,0,1,0,100
181504-01112014,Spring,6200,1,Night-time,school,Week_ends,0,1,0,100
181530-01112014,Spring,1200,0,Cooking-time,shopping_mall,Week_ends,0,1,0,100
182094-01112014,Spring,0,0,Cooking-time,public_facility,Week_ends,0,1,0,100
182319-01112014,Spring,0,0,Office Hours,rest_home,Week_ends,0,1,0,100
182793-01112014,Spring,6900,2,Cooking-time,office,Week_ends,0,1,0,100
182831-01112014,Spring,6900,3,Cooking-time,office,Week_ends,0,1,0,100
182840-01112014,Spring,1900,0,Cooking-time,public_facility,Week_ends,0,1,0,100
182906-01112014,Spring,1900,1,Night-time,apartment,Week_ends,0,1,0,100
182968-02112014,Spring,6900,4,Night-time,office,Week_ends,0,1,0,100
182982-02112014,Spring,6110,1,Night-time,apartment,Week_ends,0,1,0,100
183004-02112014,Spring,1900,2,Night-time,apartment,Week_ends,0,1,0,100
183013-02112014,Spring,6100,1,Night-time,tansport,Week_ends,0,1,0,100
183974-03112014,Spring,1100,1,Office Hours,hotel,Work_days,0,1,0,100
184204-03112014,Spring,0,0,Office Hours,shopping_mall,Work_days,0,1,0,100
184869-04112014,Spring,6100,1,Office Hours,tansport,Work_days,0,3,0,100
185172-05112014,Spring,6110,1,Cooking-time,hotel,Work_days,0,1,0,100
185271-05112014,Spring,6200,3,Office Hours,shopping_mall,Work_days,0,1,0,100
185552-05112014,Spring,6110,1,Office Hours,rest_home,Work_days,0,1,0,100
185907-05112014,Spring,6110,2,Cooking-time,hotel,Work_days,0,1,0,100
186496-06112014,Spring,6100,4,Cooking-time,hotel,Work_days,0,1,0,100
186504-06112014,Spring,6100,5,Cooking-time,hotel,Work_days,0,1,0,100
186509-06112014,Spring,6100,6,Cooking-time,hotel,Work_days,0,1,0,100
186593-07112014,Spring,6110,1,Night-time,hotel,Work_days,0,1,0,100
186698-07112014,Spring,1200,0,Cooking-time,office,Work_days,0,1,0,100
187178-07112014,Spring,6900,4,Cooking-time,apartment,Work_days,0,1,0,100
187634-08112014,Spring,2350,0,Cooking-time,others,Week_ends,0,1,0,100
188003-09112014,Spring,6990,0,Night-time,tansport,Week_ends,0,1,0,100
188027-09112014,Spring,6200,1,Night-time,apartment,Week_ends,0,1,0,100
188108-09112014,Spring,6200,3,Office Hours,apartment,Week_ends,0,1,0,100
188117-09112014,Spring,6100,2,Office Hours,others,Week_ends,0,1,0,100
188140-09112014,Spring,6200,4,Office Hours,apartment,Week_ends,0,1,0,100
188291-09112014,Spring,6200,5,Cooking-time,apartment,Week_ends,0,1,0,100
188371-09112014,Spring,6100,1,Office Hours,public_facility,Week_ends,0,1,0,100
188498-09112014,Spring,6200,6,Cooking-time,apartment,Week_ends,0,1,0,100
188613-09112014,Spring,6900,2,Night-time,school,Week_ends,0,1,0,100
188746-10112014,Spring,6900,3,Cooking-time,school,Work_days,0,1,0,100
190093-12112014,Spring,6110,1,Office Hours,shopping_mall,Work_days,0,1,0,100
191148-14112014,Spring,6100,2,Night-time,hotel,Work_days,0,1,0,100
191262-14112014,Spring,6200,3,Cooking-time,others,Work_days,0,1,0,100
191638-14112014,Spring,6200,1,Office Hours,rest_home,Work_days,0,1,0,100
192276-14112014,Spring,6200,4,Night-time,others,Work_days,0,1,0,100
192330-15112014,Spring,6100,1,Night-time,school,Week_ends,0,1,0,100
193349-16112014,Spring,6900,2,Cooking-time,hotel,Week_ends,0,2,0,100
193531-16112014,Spring,6100,0,Cooking-time,restaurant,Week_ends,0,1,0,100
194332-18112014,Spring,6100,1,Night-time,industry_facility,Work_days,0,1,0,100
194409-18112014,Spring,6100,2,Office Hours,industry_facility,Work_days,0,1,0,100
194480-18112014,Spring,6990,2,Office Hours,shopping_mall,Work_days,0,2,0,100
194493-18112014,Spring,6100,3,Office Hours,industry_facility,Work_days,0,1,0,100
194627-18112014,Spring,6990,3,Office Hours,shopping_mall,Work_days,0,1,0,100
196116-20112014,Spring,6100,3,Night-time,apartment,Work_days,0,1,0,100
197952-22112014,Spring,6900,3,Cooking-time,hospital,Week_ends,0,1,0,100
197981-22112014,Spring,6900,4,Cooking-time,hospital,Week_ends,0,1,0,100
198194-23112014,Spring,6990,4,Night-time,hospital,Week_ends,0,1,0,100
198213-23112014,Spring,6900,5,Night-time,hospital,Week_ends,0,1,0,100
198386-23112014,Spring,6900,3,Office Hours,hotel,Week_ends,0,1,0,100
198763-23112014,Spring,7110,1,Office Hours,others,Week_ends,0,1,0,100
198841-23112014,Spring,1100,2,Office Hours,others,Week_ends,0,1,0,100
199043-23112014,Spring,6100,2,Cooking-time,apartment,Week_ends,0,1,0,100
199193-23112014,Spring,6900,4,Cooking-time,hotel,Week_ends,0,1,0,100
199523-24112014,Spring,1100,3,Cooking-time,others,Work_days,0,1,0,100
200685-25112014,Spring,6110,1,Office Hours,apartment,Work_days,0,1,0,100
200902-25112014,Spring,6200,2,Cooking-time,hospital,Work_days,0,1,0,100
200982-25112014,Spring,6100,3,Night-time,shopping_mall,Work_days,0,1,0,100
202921-29112014,Spring,6110,0,Night-time,hospital,Week_ends,0,1,0,100
203103-29112014,Spring,1120,0,Office Hours,shopping_mall,Week_ends,0,1,0,100
203255-29112014,Spring,6900,2,Office Hours,shopping_mall,Week_ends,0,1,0,100
203501-30112014,Spring,6110,0,Night-time,house,Week_ends,0,1,0,100
203585-30112014,Spring,1100,1,Cooking-time,apartment,Week_ends,0,1,0,100
203688-30112014,Spring,1100,1,Office Hours,tansport,Week_ends,0,1,0,100
203722-30112014,Spring,1100,0,Office Hours,house,Week_ends,0,1,0,100
203774-30112014,Spring,6900,3,Cooking-time,shopping_mall,Week_ends,0,2,0,100
204090-30112014,Spring,6900,2,Cooking-time,shopping_mall,Week_ends,0,1,0,100
204113-30112014,Spring,6900,4,Cooking-time,shopping_mall,Week_ends,0,1,0,100
204117-30112014,Spring,6900,5,Cooking-time,shopping_mall,Week_ends,0,1,0,100
204121-30112014,Spring,6900,6,Cooking-time,shopping_mall,Week_ends,0,1,0,100
205118-02122014,Summer,6990,2,Office Hours,school,Work_days,0,1,0,100
205142-02122014,Summer,1100,0,Office Hours,industry_facility,Work_days,0,3,0,100
205666-03122014,Summer,1100,0,Night-time,restaurant,Work_days,0,1,0,100
205828-03122014,Summer,1900,0,Cooking-time,school,Work_days,0,1,0,100
205860-03122014,Summer,6900,1,Cooking-time,house,Work_days,0,1,0,100
207460-05122014,Summer,6990,1,Cooking-time,restaurant,Work_days,0,1,0,100
208070-05122014,Summer,6100,4,Night-time,others,Work_days,0,1,0,100
208095-06122014,Summer,6200,1,Night-time,rest_home,Week_ends,0,1,0,100
208112-06122014,Summer,6200,2,Night-time,rest_home,Week_ends,0,1,0,100
208207-06122014,Summer,6990,2,Night-time,office,Week_ends,0,1,0,100
208213-06122014,Summer,6100,5,Cooking-time,others,Week_ends,0,1,0,100
208247-06122014,Summer,6990,3,Cooking-time,office,Week_ends,0,2,0,100
208284-06122014,Summer,6990,4,Office Hours,office,Week_ends,0,2,0,100
208628-06122014,Summer,6990,4,Cooking-time,shopping_mall,Week_ends,0,1,0,100
208852-07122014,Summer,6100,6,Night-time,others,Week_ends,0,1,0,100
209196-07122014,Summer,1100,0,Office Hours,hospital,Week_ends,0,2,0,100
209232-07122014,Summer,6990,5,Office Hours,shopping_mall,Week_ends,0,1,0,100
209479-07122014,Summer,1100,1,Office Hours,school,Week_ends,0,1,0,100
209535-07122014,Summer,6990,6,Cooking-time,shopping_mall,Week_ends,0,1,0,100
209704-07122014,Summer,6990,7,Night-time,shopping_mall,Week_ends,0,1,0,100
209818-08122014,Summer,6900,3,Cooking-time,public_facility,Work_days,0,1,0,100
209905-08122014,Summer,6990,8,Office Hours,shopping_mall,Work_days,0,1,0,100
210029-08122014,Summer,6110,1,Cooking-time,industry_facility,Work_days,0,2,0,100
210322-08122014,Summer,6990,5,Cooking-time,others,Work_days,0,1,0,100
210987-10122014,Summer,6100,4,Cooking-time,others,Work_days,0,3,0,100
211041-10122014,Summer,6100,2,Cooking-time,house,Work_days,0,1,0,100
211074-10122014,Summer,6100,5,Office Hours,others,Work_days,0,1,0,100
211367-10122014,Summer,6100,6,Cooking-time,others,Work_days,0,1,0,100
211850-11122014,Summer,1120,0,Cooking-time,apartment,Work_days,0,1,0,100
212164-12122014,Summer,6110,1,Night-time,public_facility,Work_days,0,2,0,100
213008-13122014,Summer,1200,0,Cooking-time,others,Week_ends,0,1,0,100
213086-13122014,Summer,6110,1,Cooking-time,industry_facility,Week_ends,0,1,0,100
213137-13122014,Summer,6100,3,Cooking-time,others,Week_ends,0,1,0,100
213346-14122014,Summer,6990,3,Cooking-time,hotel,Week_ends,0,2,0,100
213372-14122014,Summer,6990,4,Cooking-time,hotel,Week_ends,0,1,0,100
213377-14122014,Summer,6990,5,Office Hours,hotel,Week_ends,0,1,0,100
213408-14122014,Summer,6200,1,Office Hours,hospital,Week_ends,0,1,0,100
213596-14122014,Summer,4310,0,Office Hours,others,Week_ends,0,1,0,100
215397-17122014,Summer,6990,4,Office Hours,apartment,Work_days,0,1,0,100
215750-17122014,Summer,6100,3,Cooking-time,rest_home,Work_days,0,1,0,100
216193-18122014,Summer,6200,2,Office Hours,hotel,Work_days,0,1,0,100
218190-21122014,Summer,6900,5,Office Hours,others,Week_ends,0,1,0,100
218244-21122014,Summer,6990,3,Cooking-time,shopping_mall,Week_ends,0,2,0,100
218379-22122014,Summer,1100,2,Night-time,rest_home,Work_days,0,1,0,100
218488-22122014,Summer,6990,4,Cooking-time,shopping_mall,Work_days,0,1,0,100
218519-22122014,Summer,6200,0,Office Hours,house,Work_days,0,3,0,100
219642-23122014,Summer,6990,3,Night-time,office,Work_days,0,1,0,100
219755-24122014,Summer,1100,0,Cooking-time,restaurant,Work_days,0,2,0,100
221622-27122014,Summer,6900,2,Cooking-time,apartment,Week_ends,0,2,0,100
221623-27122014,Summer,6900,2,Cooking-time,shopping_mall,Week_ends,0,1,0,100
221681-27122014,Summer,6110,1,Office Hours,apartment,Week_ends,0,1,0,100
221746-27122014,Summer,6100,2,Cooking-time,tansport,Week_ends,0,1,0,100
221847-27122014,Summer,6990,1,Office Hours,tansport,Week_ends,0,2,0,100
221860-27122014,Summer,6200,1,Office Hours,school,Week_ends,0,1,0,100
222061-27122014,Summer,6110,1,Night-time,apartment,Week_ends,0,1,0,100
222187-28122014,Summer,6110,1,Cooking-time,hospital,Week_ends,0,1,0,100
223401-30122014,Summer,2270,0,Office Hours,office,Work_days,0,1,0,100
223679-30122014,Summer,1100,1,Office Hours,public_facility,Work_days,0,1,0,100
223682-30122014,Summer,1100,2,Office Hours,public_facility,Work_days,0,1,0,100
223752-30122014,Summer,6900,2,Office Hours,public_facility,Work_days,0,1,0,100
224096-31122014,Summer,6110,0,Night-time,shopping_mall,Work_days,0,2,0,100
224308-31122014,Summer,1100,0,Office Hours,restaurant,Work_days,0,2,0,100
000798-02012015,Summer,7110,0,Night-time,public_facility,Work_days,0,1,0,100
001864-03012015,Summer,1120,0,Cooking-time,industry_facility,Week_ends,0,1,0,100
004355-08012015,Summer,6200,0,Night-time,industry_facility,Work_days,0,1,0,100
004434-08012015,Summer,1200,0,Cooking-time,office,Work_days,0,1,0,100
004514-08012015,Summer,1200,0,Office Hours,others,Work_days,0,1,0,100
006385-11012015,Summer,6100,2,Office Hours,shopping_mall,Week_ends,0,1,0,100
006430-11012015,Summer,6900,2,Office Hours,hotel,Week_ends,0,1,0,100
007716-14012015,Summer,6900,3,Night-time,school,Work_days,0,2,0,100
008057-14012015,Summer,6200,1,Office Hours,rest_home,Work_days,0,1,0,100
009380-17012015,Summer,6900,2,Night-time,apartment,Week_ends,0,1,0,100
009416-17012015,Summer,6100,3,Night-time,rest_home,Week_ends,0,1,0,100
009477-17012015,Summer,6900,1,Cooking-time,house,Week_ends,0,1,0,100
009606-17012015,Summer,0,0,Cooking-time,tansport,Week_ends,0,1,0,100
010101-17012015,Summer,6990,2,Night-time,hospital,Week_ends,0,1,0,100
010417-18012015,Summer,6120,0,Office Hours,others,Week_ends,0,1,0,100
010632-19012015,Summer,1100,2,Night-time,office,Work_days,0,1,0,100
010725-19012015,Summer,1100,3,Cooking-time,office,Work_days,0,1,0,100
012870-23012015,Summer,6990,4,Night-time,office,Work_days,0,1,0,100
013317-23012015,Summer,6990,5,Cooking-time,office,Work_days,0,1,0,100
013544-24012015,Summer,6200,1,Cooking-time,others,Week_ends,0,2,0,100
013576-24012015,Summer,6120,0,Office Hours,industry_facility,Week_ends,0,1,0,100
013785-24012015,Summer,1100,0,Cooking-time,industry_facility,Week_ends,0,1,0,100
013843-24012015,Summer,1100,1,Cooking-time,industry_facility,Week_ends,0,1,0,100
015301-27012015,Summer,2270,0,Cooking-time,office,Work_days,0,1,0,100
015719-28012015,Summer,6900,3,Night-time,tansport,Work_days,0,1,0,100
015750-28012015,Summer,6100,2,Cooking-time,tansport,Work_days,0,1,0,100
016380-29012015,Summer,6900,2,Office Hours,restaurant,Work_days,0,1,0,100
017237-31012015,Summer,1100,0,Night-time,restaurant,Week_ends,0,1,0,100
017243-31012015,Summer,6200,1,Night-time,shopping_mall,Week_ends,0,1,0,100
017246-31012015,Summer,1100,1,Night-time,restaurant,Week_ends,0,1,0,100
017935-01022015,Summer,6990,2,Office Hours,office,Week_ends,0,1,0,100
017948-01022015,Summer,6200,1,Office Hours,tansport,Week_ends,0,1,0,100
020617-06022015,Summer,6990,1,Cooking-time,tansport,Work_days,0,1,0,100
020847-07022015,Summer,1120,0,Cooking-time,hospital,Week_ends,0,1,0,100
020912-07022015,Summer,6100,5,Cooking-time,school,Week_ends,0,1,0,100
021145-07022015,Summer,6100,6,Cooking-time,school,Week_ends,0,1,0,100
021281-08022015,Summer,1100,1,Night-time,office,Week_ends,0,2,0,100
021287-08022015,Summer,1100,2,Night-time,office,Week_ends,0,1,0,100
021353-08022015,Summer,6990,0,Cooking-time,tansport,Week_ends,0,1,0,100
021686-08022015,Summer,1100,2,Office Hours,others,Week_ends,0,1,0,100
021941-08022015,Summer,6100,1,Night-time,restaurant,Week_ends,0,1,0,100
022041-09022015,Summer,1100,3,Night-time,others,Work_days,0,1,0,100
022288-09022015,Summer,6200,1,Office Hours,public_facility,Work_days,0,1,0,100
022322-09022015,Summer,1100,4,Office Hours,others,Work_days,0,1,0,100
022398-09022015,Summer,6200,2,Cooking-time,public_facility,Work_days,0,1,0,100
022409-09022015,Summer,1100,5,Cooking-time,others,Work_days,0,1,0,100
022537-10022015,Summer,6900,2,Night-time,tansport,Work_days,0,1,0,100
022556-10022015,Summer,6900,3,Cooking-time,tansport,Work_days,0,1,0,100
022794-10022015,Summer,1900,1,Office Hours,others,Work_days,0,1,0,100
025102-15022015,Summer,6110,1,Night-time,hotel,Week_ends,0,1,0,100
025925-16022015,Summer,6100,3,Office Hours,school,Work_days,0,2,0,100
026080-16022015,Summer,6110,2,Cooking-time,industry_facility,Work_days,0,1,0,100
026281-17022015,Summer,6100,5,Cooking-time,school,Work_days,0,3,0,100
026611-17022015,Summer,6100,6,Cooking-time,school,Work_days,0,1,0,100
027690-19022015,Summer,6100,2,Office Hours,school,Work_days,0,1,0,100
028260-20022015,Summer,6100,4,Office Hours,school,Work_days,0,1,0,100
028495-21022015,Summer,6900,2,Night-time,industry_facility,Week_ends,0,1,0,100
028675-21022015,Summer,6100,6,Office Hours,school,Week_ends,0,1,0,100
028784-21022015,Summer,6100,7,Cooking-time,school,Week_ends,0,1,0,100
028954-21022015,Summer,6100,8,Cooking-time,school,Week_ends,0,1,0,100
029430-22022015,Summer,6100,9,Cooking-time,school,Week_ends,0,2,0,100
029641-23022015,Summer,6990,2,Cooking-time,public_facility,Work_days,0,1,0,100
029651-23022015,Summer,6990,3,Cooking-time,public_facility,Work_days,0,1,0,100
030113-24022015,Summer,7110,0,Night-time,others,Work_days,0,1,0,100
030347-24022015,Summer,6900,2,Office Hours,industry_facility,Work_days,0,1,0,100
