incident_number,alarm_type,repeat_count,time_of_day2,build_type,work_end,true_alarm,false_alarm,true_percentage,false_percentage
729061-15122012,6900,3,Night-time,others,Week_ends,0,6,0,100
729086-15122012,6200,1,Night-time,public_facility,Week_ends,0,3,0,100
729242-15122012,6900,1,Office Hours,hotel,Week_ends,0,19,0,100
729436-15122012,6110,0,Office Hours,shopping_mall,Week_ends,0,3,0,100
729543-15122012,1100,1,Cooking-time,public_facility,Week_ends,0,6,0,100
729762-16122012,6900,3,Night-time,shopping_mall,Week_ends,0,1,0,100
730174-16122012,6990,1,Office Hours,rest_home,Week_ends,0,8,0,100
730552-17122012,6990,3,Night-time,rest_home,Work_days,0,1,0,100
732427-19122012,1100,3,Office Hours,public_facility,Work_days,0,1,0,100
732434-19122012,1100,4,Office Hours,public_facility,Work_days,0,1,0,100
732681-19122012,6990,1,Night-time,house,Work_days,0,5,0,100
732716-19122012,6100,4,Night-time,hospital,Work_days,0,3,0,100
732764-20122012,1100,5,Night-time,public_facility,Work_days,0,1,0,100
733666-21122012,6110,5,Night-time,school,Work_days,0,2,0,100
733749-21122012,6110,6,Cooking-time,school,Work_days,0,2,0,100
734218-21122012,6110,7,Cooking-time,school,Work_days,0,1,0,100
734355-22122012,1160,0,Night-time,office,Week_ends,0,1,0,100
734741-22122012,6900,1,Office Hours,tansport,Week_ends,0,8,0,100
735165-23122012,6110,0,Night-time,office,Week_ends,0,18,0,100
735408-23122012,1120,0,Office Hours,others,Week_ends,0,3,0,100
735528-23122012,0,0,Cooking-time,apartment,Week_ends,0,2,0,100
735819-23122012,7110,0,Office Hours,public_facility,Week_ends,0,12,0,100
735869-23122012,1120,1,Office Hours,others,Week_ends,0,1,0,100
737428-25122012,6100,2,Night-time,shopping_mall,Work_days,0,16,0,100
737925-25122012,6100,3,Night-time,shopping_mall,Work_days,0,3,0,100
738183-26122012,6100,1,Office Hours,tansport,Work_days,0,9,0,100
738200-26122012,6100,4,Office Hours,shopping_mall,Work_days,0,1,0,100
738391-27122012,6100,5,Night-time,shopping_mall,Work_days,0,2,0,100
738432-27122012,6100,6,Night-time,shopping_mall,Work_days,0,1,0,100
738458-27122012,6990,2,Night-time,rest_home,Work_days,0,12,0,100
738598-27122012,1900,1,Cooking-time,public_facility,Work_days,0,1,0,100
738765-27122012,6100,7,Cooking-time,shopping_mall,Work_days,0,1,0,100
738964-28122012,1900,2,Night-time,public_facility,Work_days,0,1,0,100
739340-28122012,6100,8,Office Hours,shopping_mall,Work_days,0,1,0,100
739865-29122012,6200,0,Office Hours,school,Week_ends,0,15,0,100
739987-29122012,6200,1,Office Hours,office,Week_ends,0,2,0,100
740036-29122012,6900,2,Office Hours,school,Week_ends,0,6,0,100
740138-29122012,6900,3,Cooking-time,school,Week_ends,0,4,0,100
740438-30122012,6900,4,Office Hours,school,Week_ends,0,1,0,100
740864-30122012,6900,5,Cooking-time,school,Week_ends,0,2,0,100
000232-01012013,6900,2,Night-time,public_facility,Work_days,0,7,0,100
001774-03012013,6100,2,Cooking-time,public_facility,Work_days,0,12,0,100
001792-03012013,1100,3,Cooking-time,hotel,Work_days,0,1,0,100
002491-04012013,1120,0,Night-time,hospital,Work_days,0,3,0,100
003198-04012013,1120,1,Night-time,hospital,Work_days,0,2,0,100
003327-05012013,6900,1,Night-time,house,Week_ends,0,4,0,100
003673-05012013,6990,1,Office Hours,restaurant,Week_ends,0,1,0,100
004254-06012013,6990,2,Night-time,apartment,Week_ends,0,6,0,100
004383-06012013,6990,2,Cooking-time,restaurant,Week_ends,0,1,0,100
004424-06012013,6990,3,Office Hours,apartment,Week_ends,0,3,0,100
004839-06012013,1100,1,Cooking-time,rest_home,Week_ends,0,2,0,100
005232-07012013,1120,0,Office Hours,hospital,Work_days,0,3,0,100
006861-08012013,6900,3,Office Hours,school,Work_days,0,7,0,100
008018-09012013,6900,4,Night-time,school,Work_days,0,1,0,100
008337-09012013,6900,4,Cooking-time,rest_home,Work_days,0,1,0,100
008706-09012013,6900,5,Cooking-time,rest_home,Work_days,0,1,0,100
008835-09012013,6900,6,Cooking-time,rest_home,Work_days,0,1,0,100
009093-10012013,6900,1,Night-time,house,Work_days,0,7,0,100
009098-10012013,6900,2,Night-time,house,Work_days,0,1,0,100
009128-10012013,6990,2,Night-time,school,Work_days,0,9,0,100
010205-11012013,6200,1,Cooking-time,public_facility,Work_days,0,17,0,100
010585-11012013,6110,1,Cooking-time,house,Work_days,0,1,0,100
010988-11012013,1900,2,Cooking-time,others,Work_days,0,3,0,100
011268-12012013,6100,3,Night-time,hospital,Week_ends,0,3,0,100
012576-13012013,1100,1,Night-time,apartment,Week_ends,0,5,0,100
012597-13012013,1100,2,Night-time,hotel,Week_ends,0,1,0,100
012854-13012013,1900,0,Cooking-time,public_facility,Week_ends,0,3,0,100
013302-13012013,1100,3,Cooking-time,hotel,Week_ends,0,1,0,100
013636-13012013,1100,4,Night-time,hotel,Week_ends,0,1,0,100
013696-14012013,1100,5,Night-time,hotel,Work_days,0,1,0,100
013764-14012013,1100,6,Cooking-time,hotel,Work_days,0,1,0,100
013782-14012013,1100,7,Cooking-time,hotel,Work_days,0,1,0,100
014862-15012013,1200,0,Cooking-time,others,Work_days,0,6,0,100
015121-16012013,6990,3,Cooking-time,hotel,Work_days,0,7,0,100
015150-16012013,6990,4,Cooking-time,hotel,Work_days,0,3,0,100
015166-16012013,6900,2,Cooking-time,tansport,Work_days,0,3,0,100
015210-16012013,1170,0,Office Hours,industry_facility,Work_days,0,1,0,100
015529-16012013,6110,1,Cooking-time,hotel,Work_days,0,4,0,100
016736-18012013,6990,2,Office Hours,shopping_mall,Work_days,0,13,0,100
017237-18012013,1100,1,Cooking-time,hotel,Work_days,0,6,0,100
017402-18012013,6100,3,Cooking-time,apartment,Work_days,0,5,0,100
017474-18012013,6110,4,Cooking-time,apartment,Work_days,0,1,0,100
017529-18012013,6110,0,Cooking-time,restaurant,Work_days,0,1,0,100
018993-19012013,6990,3,Night-time,shopping_mall,Week_ends,0,1,0,100
019108-19012013,6200,1,Cooking-time,tansport,Week_ends,0,1,0,100
019579-19012013,1120,1,Cooking-time,others,Week_ends,0,1,0,100
019708-20012013,6100,1,Night-time,school,Week_ends,0,20,0,100
019932-20012013,1120,0,Office Hours,apartment,Week_ends,0,1,0,100
020161-20012013,1200,0,Cooking-time,public_facility,Week_ends,0,1,0,100
021195-22012013,1900,0,Cooking-time,shopping_mall,Work_days,0,2,0,100
021862-23012013,0,0,Night-time,rest_home,Work_days,0,2,0,100
021875-23012013,1100,1,Night-time,industry_facility,Work_days,0,1,0,100
023344-25012013,6200,1,Night-time,school,Work_days,0,5,0,100
023637-25012013,6200,2,Cooking-time,school,Work_days,0,2,0,100
024115-26012013,1900,0,Night-time,others,Week_ends,0,4,0,100
024385-26012013,6900,4,Office Hours,apartment,Week_ends,0,1,0,100
024515-26012013,6900,5,Cooking-time,apartment,Week_ends,0,2,0,100
025427-27012013,6900,1,Night-time,hospital,Week_ends,0,22,0,100
025619-27012013,1100,1,Cooking-time,office,Week_ends,0,3,0,100
025864-27012013,1100,1,Office Hours,hotel,Week_ends,0,2,0,100
025990-27012013,6990,4,Cooking-time,others,Week_ends,0,1,0,100
026116-27012013,6900,2,Night-time,hotel,Week_ends,0,3,0,100
026282-28012013,6990,5,Night-time,others,Work_days,0,3,0,100
026598-28012013,6990,7,Cooking-time,others,Work_days,0,3,0,100
026631-28012013,1100,2,Office Hours,hotel,Work_days,0,1,0,100
026751-28012013,1100,2,Office Hours,apartment,Work_days,0,2,0,100
026828-28012013,1100,3,Cooking-time,apartment,Work_days,0,1,0,100
026854-28012013,1100,4,Cooking-time,apartment,Work_days,0,1,0,100
026928-28012013,6110,3,Cooking-time,others,Work_days,0,3,0,100
026943-28012013,1100,5,Cooking-time,apartment,Work_days,0,1,0,100
027075-28012013,6110,4,Night-time,others,Work_days,0,2,0,100
027209-29012013,6990,8,Night-time,others,Work_days,0,2,0,100
027216-29012013,6990,9,Night-time,others,Work_days,0,1,0,100
027344-29012013,6100,3,Night-time,school,Work_days,0,2,0,100
027349-29012013,6110,5,Night-time,others,Work_days,0,1,0,100
027365-29012013,1100,1,Night-time,hospital,Work_days,0,4,0,100
027414-29012013,6110,6,Night-time,others,Work_days,0,1,0,100
027432-29012013,6900,2,Cooking-time,house,Work_days,0,4,0,100
027507-29012013,6900,3,Cooking-time,house,Work_days,0,2,0,100
027804-29012013,6200,2,Cooking-time,hotel,Work_days,0,1,0,100
027807-29012013,6100,4,Cooking-time,school,Work_days,0,5,0,100
027811-29012013,6200,1,Cooking-time,house,Work_days,0,5,0,100
028066-29012013,6900,2,Night-time,restaurant,Work_days,0,1,0,100
028093-30012013,6200,2,Night-time,shopping_mall,Work_days,0,9,0,100
028617-31012013,6110,1,Night-time,apartment,Work_days,0,7,0,100
028645-31012013,0,0,Night-time,school,Work_days,0,2,0,100
029991-02022013,6110,2,Night-time,others,Week_ends,0,3,0,100
029995-02022013,6110,3,Cooking-time,others,Week_ends,0,2,0,100
030048-02022013,6990,3,Cooking-time,hospital,Week_ends,0,4,0,100
030071-02022013,6110,4,Office Hours,others,Week_ends,0,1,0,100
030238-02022013,6990,4,Office Hours,apartment,Week_ends,0,2,0,100
030247-02022013,6990,5,Office Hours,apartment,Week_ends,0,2,0,100
030268-02022013,0,0,Office Hours,apartment,Week_ends,0,4,0,100
030360-02022013,6990,6,Cooking-time,apartment,Week_ends,0,1,0,100
030431-02022013,6990,7,Night-time,apartment,Week_ends,0,1,0,100
030460-03022013,6990,8,Night-time,apartment,Week_ends,0,1,0,100
030575-03022013,6100,1,Office Hours,shopping_mall,Week_ends,0,8,0,100
030576-03022013,6900,1,Office Hours,industry_facility,Week_ends,0,6,0,100
030596-03022013,6900,2,Office Hours,industry_facility,Week_ends,0,1,0,100
032213-06022013,1100,1,Cooking-time,tansport,Work_days,0,3,0,100
032291-06022013,6110,1,Office Hours,hospital,Work_days,0,2,0,100
034632-10022013,6200,1,Office Hours,hotel,Week_ends,0,2,0,100
034694-10022013,6200,2,Cooking-time,hotel,Week_ends,0,1,0,100
035162-11022013,6110,1,Cooking-time,hospital,Work_days,0,5,0,100
035262-11022013,6200,3,Office Hours,hotel,Work_days,0,1,0,100
035541-11022013,6100,2,Cooking-time,industry_facility,Work_days,0,2,0,100
035613-12022013,6100,3,Night-time,industry_facility,Work_days,0,2,0,100
035964-12022013,6110,0,Office Hours,restaurant,Work_days,0,1,0,100
036294-13022013,6100,2,Cooking-time,school,Work_days,0,20,0,100
036360-13022013,6110,1,Office Hours,office,Work_days,0,10,0,100
036749-14022013,6200,2,Night-time,office,Work_days,0,2,0,100
036849-14022013,1120,0,Cooking-time,industry_facility,Work_days,0,12,0,100
038110-16022013,1100,0,Cooking-time,rest_home,Week_ends,0,16,0,100
038318-17022013,1100,1,Night-time,rest_home,Week_ends,0,3,0,100
038354-17022013,6100,0,Cooking-time,restaurant,Week_ends,0,7,0,100
038552-17022013,6990,3,Office Hours,shopping_mall,Week_ends,0,1,0,100
038599-17022013,6100,1,Cooking-time,office,Week_ends,0,6,0,100
038900-18022013,6990,4,Office Hours,shopping_mall,Work_days,0,2,0,100
039418-19022013,6100,2,Office Hours,tansport,Work_days,0,1,0,100
039510-19022013,6900,3,Cooking-time,school,Work_days,0,12,0,100
040419-21022013,6100,2,Night-time,office,Work_days,0,5,0,100
040433-21022013,6900,2,Night-time,rest_home,Work_days,0,9,0,100
040800-21022013,6900,2,Office Hours,tansport,Work_days,0,5,0,100
040834-21022013,6900,3,Office Hours,tansport,Work_days,0,2,0,100
040956-21022013,6900,4,Cooking-time,tansport,Work_days,0,1,0,100
041081-22022013,6900,5,Night-time,tansport,Work_days,0,1,0,100
041085-22022013,6900,6,Night-time,tansport,Work_days,0,1,0,100
041680-22022013,6900,7,Cooking-time,tansport,Work_days,0,1,0,100
041973-23022013,6200,1,Cooking-time,office,Week_ends,0,4,0,100
042006-23022013,6900,2,Cooking-time,rest_home,Week_ends,0,8,0,100
042136-23022013,6900,3,Office Hours,rest_home,Week_ends,0,1,0,100
042346-23022013,6900,3,Office Hours,others,Week_ends,0,6,0,100
042393-23022013,6900,4,Office Hours,rest_home,Week_ends,0,1,0,100
042480-23022013,6100,2,Office Hours,school,Week_ends,0,6,0,100
042545-23022013,6900,5,Cooking-time,rest_home,Week_ends,0,1,0,100
042553-23022013,6900,2,Cooking-time,industry_facility,Week_ends,0,2,0,100
042569-23022013,6200,2,Cooking-time,school,Week_ends,0,2,0,100
042696-23022013,6200,2,Cooking-time,public_facility,Week_ends,0,1,0,100
042871-23022013,6100,2,Night-time,hospital,Week_ends,0,10,0,100
043027-24022013,1100,0,Night-time,hospital,Week_ends,0,5,0,100
043068-24022013,6900,2,Night-time,public_facility,Week_ends,0,4,0,100
043320-24022013,1100,1,Night-time,school,Week_ends,0,6,0,100
043325-24022013,6100,2,Night-time,school,Week_ends,0,5,0,100
043640-24022013,6110,3,Office Hours,school,Week_ends,0,3,0,100
043696-24022013,6110,4,Cooking-time,others,Week_ends,0,1,0,100
043765-24022013,6100,2,Cooking-time,apartment,Week_ends,0,6,0,100
043791-24022013,1100,1,Cooking-time,hospital,Week_ends,0,4,0,100
043869-24022013,6100,3,Office Hours,hospital,Week_ends,0,2,0,100
043898-24022013,6110,5,Office Hours,school,Week_ends,0,1,0,100
043946-24022013,6100,3,Office Hours,apartment,Week_ends,0,2,0,100
044042-24022013,6900,2,Cooking-time,tansport,Week_ends,0,1,0,100
044057-24022013,6900,2,Cooking-time,restaurant,Week_ends,0,1,0,100
044087-24022013,6900,3,Cooking-time,restaurant,Week_ends,0,1,0,100
044171-25022013,6110,6,Night-time,school,Work_days,0,1,0,100
044191-25022013,1900,1,Night-time,others,Work_days,0,2,0,100
044405-25022013,6900,3,Office Hours,hotel,Work_days,0,1,0,100
044456-25022013,6100,5,Cooking-time,hospital,Work_days,0,2,0,100
044968-26022013,6100,3,Cooking-time,school,Work_days,0,8,0,100
045430-27022013,6100,3,Night-time,public_facility,Work_days,0,3,0,100
046402-28022013,6900,4,Cooking-time,hospital,Work_days,0,4,0,100
046419-28022013,6990,3,Cooking-time,office,Work_days,0,2,0,100
047238-02032013,6900,2,Office Hours,hospital,Week_ends,0,10,0,100
047380-02032013,6200,1,Office Hours,rest_home,Week_ends,0,5,0,100
047513-02032013,6990,1,Cooking-time,restaurant,Week_ends,0,1,0,100
047552-02032013,6110,1,Cooking-time,rest_home,Week_ends,0,1,0,100
047561-02032013,1120,0,Night-time,hotel,Week_ends,0,1,0,100
047574-02032013,1120,1,Night-time,hotel,Week_ends,0,1,0,100
047594-02032013,6990,2,Night-time,hotel,Week_ends,0,5,0,100
047658-03032013,6990,3,Night-time,hotel,Week_ends,0,1,0,100
047701-03032013,6110,1,Night-time,office,Week_ends,0,2,0,100
048078-03032013,1100,1,Night-time,house,Week_ends,0,1,0,100
048662-05032013,6990,3,Night-time,hospital,Work_days,0,3,0,100
049002-05032013,6200,3,Cooking-time,industry_facility,Work_days,0,1,0,100
049154-06032013,1100,2,Night-time,hospital,Work_days,0,1,0,100
049181-06032013,1100,3,Night-time,hospital,Work_days,0,1,0,100
049671-07032013,6200,2,Night-time,hotel,Work_days,0,1,0,100
049969-07032013,1120,0,Office Hours,office,Work_days,0,14,0,100
050496-08032013,6200,1,Office Hours,rest_home,Work_days,0,12,0,100
050947-09032013,6110,0,Cooking-time,house,Week_ends,0,6,0,100
051037-09032013,6110,1,Office Hours,apartment,Week_ends,0,5,0,100
051549-10032013,6110,2,Night-time,school,Week_ends,0,2,0,100
051558-10032013,6290,0,Night-time,school,Week_ends,0,6,0,100
052187-11032013,1200,0,Office Hours,apartment,Work_days,0,1,0,100
053752-14032013,1100,1,Office Hours,house,Work_days,0,1,0,100
053948-14032013,1900,0,Office Hours,apartment,Work_days,0,5,0,100
054130-15032013,6990,4,Night-time,others,Work_days,0,13,0,100
054698-16032013,6990,5,Night-time,others,Week_ends,0,1,0,100
054702-16032013,6990,6,Night-time,others,Week_ends,0,1,0,100
054713-16032013,6990,7,Night-time,others,Week_ends,0,1,0,100
054727-16032013,6990,8,Night-time,others,Week_ends,0,2,0,100
054752-16032013,6990,9,Night-time,others,Week_ends,0,1,0,100
054928-16032013,6990,10,Cooking-time,others,Week_ends,0,1,0,100
054988-16032013,6990,11,Cooking-time,others,Week_ends,0,1,0,100
055001-16032013,6990,12,Office Hours,others,Week_ends,0,1,0,100
055016-16032013,6990,13,Office Hours,others,Week_ends,0,1,0,100
055058-16032013,6990,14,Office Hours,others,Week_ends,0,1,0,100
055073-16032013,6990,15,Office Hours,others,Week_ends,0,1,0,100
055927-18032013,6100,0,Night-time,restaurant,Work_days,0,11,0,100
056431-19032013,1200,0,Night-time,public_facility,Work_days,0,1,0,100
056616-19032013,6110,4,Cooking-time,school,Work_days,0,3,0,100
056702-19032013,6110,5,Office Hours,school,Work_days,0,2,0,100
057285-20032013,6110,6,Office Hours,school,Work_days,0,2,0,100
059125-23032013,6110,4,Office Hours,school,Week_ends,0,1,0,100
059181-23032013,6110,5,Cooking-time,school,Week_ends,0,1,0,100
059239-23032013,6110,6,Cooking-time,school,Week_ends,0,1,0,100
059360-23032013,6110,7,Office Hours,school,Week_ends,0,1,0,100
059625-24032013,6110,8,Night-time,others,Week_ends,0,1,0,100
059712-24032013,1100,1,Night-time,public_facility,Week_ends,0,3,0,100
063798-30032013,6100,2,Cooking-time,rest_home,Week_ends,0,4,0,100
063896-30032013,6210,0,Cooking-time,office,Week_ends,0,3,0,100
063960-30032013,6100,3,Office Hours,others,Week_ends,0,7,0,100
063962-30032013,6100,4,Office Hours,others,Week_ends,0,2,0,100
064267-31032013,6210,1,Night-time,office,Week_ends,0,1,0,100
064340-31032013,6210,2,Night-time,office,Week_ends,0,1,0,100
064759-31032013,6900,3,Night-time,hotel,Week_ends,0,2,0,100
064806-01042013,6900,4,Night-time,hotel,Work_days,0,1,0,100
064850-01042013,6900,5,Night-time,hotel,Work_days,0,1,0,100
066157-03042013,6110,2,Cooking-time,office,Work_days,0,3,0,100
066581-04042013,1100,2,Cooking-time,school,Work_days,0,3,0,100
066970-04042013,1100,3,Cooking-time,school,Work_days,0,2,0,100
066998-04042013,1100,4,Cooking-time,school,Work_days,0,1,0,100
067018-04042013,1100,5,Night-time,school,Work_days,0,1,0,100
067048-05042013,1100,6,Night-time,school,Work_days,0,1,0,100
067362-05042013,1100,7,Office Hours,school,Work_days,0,1,0,100
067702-06042013,6100,2,Cooking-time,public_facility,Week_ends,0,7,0,100
067780-06042013,1100,8,Office Hours,school,Week_ends,0,1,0,100
067917-06042013,1100,1,Office Hours,others,Week_ends,0,5,0,100
068265-07042013,6990,2,Night-time,public_facility,Week_ends,0,5,0,100
068820-08042013,6900,2,Office Hours,hotel,Work_days,0,3,0,100
068906-08042013,6990,2,Cooking-time,house,Work_days,0,2,0,100
069206-09042013,6900,2,Night-time,hotel,Work_days,0,8,0,100
069245-09042013,6210,0,Night-time,office,Work_days,0,5,0,100
069314-09042013,6210,1,Cooking-time,office,Work_days,0,2,0,100
069342-09042013,6900,4,Office Hours,others,Work_days,0,4,0,100
069377-09042013,6200,0,Office Hours,restaurant,Work_days,0,1,0,100
069958-10042013,1100,2,Cooking-time,hospital,Work_days,0,1,0,100
070076-10042013,6200,2,Office Hours,office,Work_days,0,1,0,100
072209-14042013,6900,4,Night-time,school,Week_ends,0,1,0,100
072210-14042013,0,0,Night-time,school,Week_ends,0,2,0,100
072219-14042013,6900,5,Night-time,school,Week_ends,0,1,0,100
072459-14042013,6100,2,Office Hours,shopping_mall,Week_ends,0,2,0,100
072657-14042013,6100,3,Cooking-time,shopping_mall,Week_ends,0,1,0,100
072666-14042013,6100,4,Cooking-time,shopping_mall,Week_ends,0,1,0,100
073585-16042013,6100,2,Office Hours,shopping_mall,Work_days,0,8,0,100
074096-17042013,0,0,Office Hours,hotel,Work_days,0,2,0,100
074592-18042013,1170,0,Night-time,others,Work_days,0,2,0,100
074739-18042013,6100,2,Office Hours,school,Work_days,0,12,0,100
075307-19042013,6100,3,Night-time,hospital,Work_days,0,5,0,100
075612-19042013,6110,1,Office Hours,public_facility,Work_days,0,9,0,100
075807-19042013,6200,2,Cooking-time,public_facility,Work_days,0,3,0,100
075831-19042013,6200,3,Night-time,public_facility,Work_days,0,1,0,100
075987-20042013,6110,1,Cooking-time,office,Week_ends,0,5,0,100
076079-20042013,6110,2,Office Hours,public_facility,Week_ends,0,1,0,100
076124-20042013,6900,4,Office Hours,others,Week_ends,0,4,0,100
076468-20042013,6100,2,Night-time,public_facility,Week_ends,0,1,0,100
076580-21042013,1120,0,Night-time,office,Week_ends,0,2,0,100
