incident_number,season,alarm_type,repeat_count,build_type,work_end,true_alarm,false_alarm,true_percentage,false_percentage
025619-27012013,Summer,1100,1,office,Week_ends,0,4,0,100
025874-27012013,Summer,6990,2,shopping_mall,Week_ends,0,7,0,100
025990-27012013,Summer,6990,4,others,Week_ends,0,1,0,100
026282-28012013,Summer,6990,5,others,Work_days,0,2,0,100
026452-28012013,Summer,6200,1,rest_home,Work_days,0,5,0,100
026475-28012013,Summer,6990,6,others,Work_days,0,1,0,100
026598-28012013,Summer,6990,7,others,Work_days,0,1,0,100
026751-28012013,Summer,1100,2,apartment,Work_days,0,3,0,100
026828-28012013,Summer,1100,3,apartment,Work_days,0,1,0,100
026854-28012013,Summer,1100,4,apartment,Work_days,0,1,0,100
026928-28012013,Summer,6110,3,others,Work_days,0,3,0,100
026943-28012013,Summer,1100,5,apartment,Work_days,0,1,0,100
027075-28012013,Summer,6110,4,others,Work_days,0,1,0,100
027209-29012013,Summer,6990,8,others,Work_days,0,1,0,100
027216-29012013,Summer,6990,9,others,Work_days,0,1,0,100
027344-29012013,Summer,6100,3,school,Work_days,0,7,0,100
027349-29012013,Summer,6110,5,others,Work_days,0,1,0,100
027365-29012013,Summer,1100,1,hospital,Work_days,0,4,0,100
027385-29012013,Summer,6110,1,rest_home,Work_days,0,3,0,100
027414-29012013,Summer,6110,6,others,Work_days,0,1,0,100
027435-29012013,Summer,1100,3,shopping_mall,Work_days,0,2,0,100
027507-29012013,Summer,6900,3,house,Work_days,0,1,0,100
027623-29012013,Summer,6900,3,hospital,Work_days,0,6,0,100
027804-29012013,Summer,6200,2,hotel,Work_days,0,2,0,100
027807-29012013,Summer,6100,4,school,Work_days,0,5,0,100
027811-29012013,Summer,6200,1,house,Work_days,0,1,0,100
027973-29012013,Summer,6990,3,hospital,Work_days,0,3,0,100
028066-29012013,Summer,6900,2,restaurant,Work_days,0,2,0,100
028645-31012013,Summer,0,0,school,Work_days,0,2,0,100
029376-01022013,Summer,6900,3,office,Work_days,0,2,0,100
029991-02022013,Summer,6110,2,others,Week_ends,0,2,0,100
029995-02022013,Summer,6110,3,others,Week_ends,0,1,0,100
030048-02022013,Summer,6990,3,hospital,Week_ends,0,2,0,100
030057-02022013,Summer,6990,2,public_facility,Week_ends,0,2,0,100
030071-02022013,Summer,6110,4,others,Week_ends,0,2,0,100
030113-02022013,Summer,1100,0,hospital,Week_ends,0,7,0,100
030238-02022013,Summer,6990,4,apartment,Week_ends,0,1,0,100
030247-02022013,Summer,6990,5,apartment,Week_ends,0,1,0,100
030360-02022013,Summer,6990,6,apartment,Week_ends,0,1,0,100
030400-02022013,Summer,6100,0,restaurant,Week_ends,0,5,0,100
030431-02022013,Summer,6990,7,apartment,Week_ends,0,1,0,100
030460-03022013,Summer,6990,8,apartment,Week_ends,0,1,0,100
030576-03022013,Summer,6900,1,industry_facility,Week_ends,0,6,0,100
030596-03022013,Summer,6900,2,industry_facility,Week_ends,0,4,0,100
030882-04022013,Summer,6900,3,shopping_mall,Work_days,0,1,0,100
032213-06022013,Summer,1100,1,tansport,Work_days,0,3,0,100
032291-06022013,Summer,6110,1,hospital,Work_days,0,4,0,100
034694-10022013,Summer,6200,2,hotel,Week_ends,0,1,0,100
035065-10022013,Summer,6900,2,rest_home,Week_ends,0,6,0,100
035262-11022013,Summer,6200,3,hotel,Work_days,0,1,0,100
035541-11022013,Summer,6100,2,industry_facility,Work_days,0,1,0,100
035613-12022013,Summer,6100,3,industry_facility,Work_days,0,1,0,100
036749-14022013,Summer,6200,2,office,Work_days,0,1,0,100
037798-16022013,Summer,1100,0,house,Week_ends,0,2,0,100
038489-17022013,Summer,6990,2,hospital,Week_ends,0,5,0,100
038599-17022013,Summer,6100,1,office,Week_ends,0,5,0,100
038900-18022013,Summer,6990,4,shopping_mall,Work_days,0,4,0,100
039342-19022013,Summer,6100,2,hotel,Work_days,0,8,0,100
039418-19022013,Summer,6100,2,tansport,Work_days,0,3,0,100
040419-21022013,Summer,6100,2,office,Work_days,0,2,0,100
040834-21022013,Summer,6900,3,tansport,Work_days,0,3,0,100
040956-21022013,Summer,6900,4,tansport,Work_days,0,1,0,100
041081-22022013,Summer,6900,5,tansport,Work_days,0,1,0,100
041085-22022013,Summer,6900,6,tansport,Work_days,0,1,0,100
041680-22022013,Summer,6900,7,tansport,Work_days,0,1,0,100
042136-23022013,Summer,6900,3,rest_home,Week_ends,0,1,0,100
042393-23022013,Summer,6900,4,rest_home,Week_ends,0,1,0,100
042480-23022013,Summer,6100,2,school,Week_ends,0,3,0,100
042535-23022013,Summer,6100,3,school,Week_ends,0,1,0,100
042545-23022013,Summer,6900,5,rest_home,Week_ends,0,1,0,100
042569-23022013,Summer,6200,2,school,Week_ends,0,1,0,100
042696-23022013,Summer,6200,2,public_facility,Week_ends,0,1,0,100
043068-24022013,Summer,6900,2,public_facility,Week_ends,0,2,0,100
043427-24022013,Summer,6100,1,tansport,Week_ends,0,5,0,100
043437-24022013,Summer,1100,0,restaurant,Week_ends,0,2,0,100
043541-24022013,Summer,6110,2,school,Week_ends,0,4,0,100
043640-24022013,Summer,6110,3,school,Week_ends,0,2,0,100
043791-24022013,Summer,1100,1,hospital,Week_ends,0,2,0,100
043898-24022013,Summer,6110,5,school,Week_ends,0,1,0,100
043946-24022013,Summer,6100,3,apartment,Week_ends,0,1,0,100
043976-24022013,Summer,6900,1,restaurant,Week_ends,0,1,0,100
044042-24022013,Summer,6900,2,tansport,Week_ends,0,1,0,100
044057-24022013,Summer,6900,2,restaurant,Week_ends,0,1,0,100
044087-24022013,Summer,6900,3,restaurant,Week_ends,0,1,0,100
044405-25022013,Summer,6900,3,hotel,Work_days,0,1,0,100
044456-25022013,Summer,6100,5,hospital,Work_days,0,3,0,100
044944-26022013,Summer,6900,2,shopping_mall,Work_days,0,8,0,100
045430-27022013,Summer,6100,3,public_facility,Work_days,0,1,0,100
046402-28022013,Summer,6900,4,hospital,Work_days,0,1,0,100
046419-28022013,Summer,6990,3,office,Work_days,0,5,0,100
046479-01032013,Autumn,6900,1,rest_home,Work_days,0,74,0,100
046503-01032013,Autumn,6900,2,others,Work_days,0,55,0,100
046535-01032013,Autumn,6100,2,school,Work_days,0,16,0,100
046596-01032013,Autumn,6200,1,rest_home,Work_days,0,15,0,100
046619-01032013,Autumn,6100,0,industry_facility,Work_days,0,47,0,100
046716-01032013,Autumn,6100,1,rest_home,Work_days,0,57,0,100
046730-01032013,Autumn,6990,1,office,Work_days,0,60,0,100
046741-01032013,Autumn,6200,1,others,Work_days,0,25,0,100
046758-01032013,Autumn,6200,0,public_facility,Work_days,0,69,0,100
046882-01032013,Autumn,1120,0,industry_facility,Work_days,0,7,0,100
046897-01032013,Autumn,6990,1,rest_home,Work_days,0,51,0,100
046974-01032013,Autumn,6100,1,hotel,Work_days,0,42,0,100
047025-01032013,Autumn,6110,0,rest_home,Work_days,0,20,0,100
047057-02032013,Autumn,6100,2,others,Week_ends,0,24,0,100
047063-02032013,Autumn,6100,0,hotel,Week_ends,0,143,0,100
047108-02032013,Autumn,6990,0,industry_facility,Week_ends,0,40,0,100
047119-02032013,Autumn,1100,0,office,Week_ends,0,12,0,100
047165-02032013,Autumn,6990,1,hotel,Week_ends,0,29,0,100
047191-02032013,Autumn,6900,1,hospital,Week_ends,0,27,0,100
047193-02032013,Autumn,6100,3,others,Week_ends,0,11,0,100
047196-02032013,Autumn,6200,1,others,Week_ends,0,7,0,100
047238-02032013,Autumn,6900,2,hospital,Week_ends,0,6,0,100
047252-02032013,Autumn,1100,0,school,Week_ends,0,27,0,100
047380-02032013,Autumn,6200,1,rest_home,Week_ends,0,2,0,100
047386-02032013,Autumn,6200,0,public_facility,Week_ends,0,19,0,100
047441-02032013,Autumn,6100,1,hospital,Week_ends,0,46,0,100
047451-02032013,Autumn,6990,1,others,Week_ends,0,117,0,100
047468-02032013,Autumn,6990,0,restaurant,Week_ends,0,7,0,100
047481-02032013,Autumn,6100,1,industry_facility,Week_ends,0,3,0,100
047509-02032013,Autumn,6100,2,hospital,Week_ends,0,8,0,100
047513-02032013,Autumn,6990,1,restaurant,Week_ends,0,1,0,100
047552-02032013,Autumn,6110,1,rest_home,Week_ends,0,1,0,100
047561-02032013,Autumn,1120,0,hotel,Week_ends,0,2,0,100
047562-02032013,Autumn,6900,1,hotel,Week_ends,0,24,0,100
047574-02032013,Autumn,1120,1,hotel,Week_ends,0,1,0,100
047594-02032013,Autumn,6990,2,hotel,Week_ends,0,7,0,100
047625-03032013,Autumn,6200,0,office,Week_ends,0,17,0,100
047630-03032013,Autumn,6100,1,school,Week_ends,0,24,0,100
047655-03032013,Autumn,6200,1,office,Week_ends,0,3,0,100
047658-03032013,Autumn,6990,3,hotel,Week_ends,0,1,0,100
047665-03032013,Autumn,6110,0,office,Week_ends,0,23,0,100
047701-03032013,Autumn,6110,1,office,Week_ends,0,7,0,100
047708-03032013,Autumn,6990,1,rest_home,Week_ends,0,19,0,100
047768-03032013,Autumn,6200,0,hospital,Week_ends,0,16,0,100
047835-03032013,Autumn,6110,0,hotel,Week_ends,0,16,0,100
047904-03032013,Autumn,6200,1,hospital,Week_ends,0,2,0,100
048078-03032013,Autumn,1100,1,house,Week_ends,0,1,0,100
048124-04032013,Autumn,6100,2,hospital,Work_days,0,31,0,100
048131-04032013,Autumn,6990,1,public_facility,Work_days,0,54,0,100
048199-04032013,Autumn,6990,1,hospital,Work_days,0,72,0,100
048256-04032013,Autumn,6200,0,industry_facility,Work_days,0,20,0,100
048286-04032013,Autumn,6100,1,shopping_mall,Work_days,0,30,0,100
048338-04032013,Autumn,6110,1,school,Work_days,0,55,0,100
048434-04032013,Autumn,6200,1,industry_facility,Work_days,0,1,0,100
048440-04032013,Autumn,1100,0,rest_home,Work_days,0,25,0,100
048548-04032013,Autumn,6100,2,hotel,Work_days,0,5,0,100
048556-04032013,Autumn,6990,2,shopping_mall,Work_days,0,27,0,100
048618-04032013,Autumn,6100,2,shopping_mall,Work_days,0,12,0,100
048662-05032013,Autumn,6990,3,hospital,Work_days,0,10,0,100
048677-05032013,Autumn,6200,2,industry_facility,Work_days,0,1,0,100
048680-05032013,Autumn,6900,1,hospital,Work_days,0,85,0,100
048708-05032013,Autumn,1100,0,house,Work_days,0,9,0,100
048928-05032013,Autumn,6900,1,public_facility,Work_days,0,46,0,100
049002-05032013,Autumn,6200,3,industry_facility,Work_days,0,1,0,100
049037-05032013,Autumn,1100,0,hospital,Work_days,0,29,0,100
049055-05032013,Autumn,1100,1,hospital,Work_days,0,4,0,100
049154-06032013,Autumn,1100,2,hospital,Work_days,0,2,0,100
049175-06032013,Autumn,6200,1,hospital,Work_days,0,5,0,100
049181-06032013,Autumn,1100,3,hospital,Work_days,0,1,0,100
049480-06032013,Autumn,6100,2,others,Work_days,0,41,0,100
049578-06032013,Autumn,7110,0,public_facility,Work_days,0,25,0,100
049620-06032013,Autumn,6900,0,restaurant,Work_days,0,43,0,100
049624-06032013,Autumn,6200,1,hotel,Work_days,0,9,0,100
049671-07032013,Autumn,6200,2,hotel,Work_days,0,1,0,100
049733-07032013,Autumn,1100,0,tansport,Work_days,0,13,0,100
049753-07032013,Autumn,6990,2,apartment,Work_days,0,31,0,100
049765-07032013,Autumn,6200,1,shopping_mall,Work_days,0,16,0,100
049969-07032013,Autumn,1120,0,office,Work_days,0,12,0,100
050325-08032013,Autumn,6900,1,shopping_mall,Work_days,0,38,0,100
050331-08032013,Autumn,1100,1,others,Work_days,0,46,0,100
050518-08032013,Autumn,6990,0,tansport,Work_days,0,39,0,100
050615-08032013,Autumn,1100,1,apartment,Work_days,0,13,0,100
050635-08032013,Autumn,6900,1,office,Work_days,0,31,0,100
050658-08032013,Autumn,1100,2,apartment,Work_days,0,4,0,100
050696-08032013,Autumn,1100,0,public_facility,Work_days,0,54,0,100
050767-09032013,Autumn,6900,1,public_facility,Week_ends,0,15,0,100
050898-09032013,Autumn,1100,0,rest_home,Week_ends,0,13,0,100
050925-09032013,Autumn,6900,1,rest_home,Week_ends,0,21,0,100
050947-09032013,Autumn,6110,0,house,Week_ends,0,3,0,100
050954-09032013,Autumn,1100,1,public_facility,Week_ends,0,2,0,100
051010-09032013,Autumn,6900,2,others,Week_ends,0,26,0,100
051037-09032013,Autumn,6110,1,apartment,Week_ends,0,5,0,100
051038-09032013,Autumn,6110,0,industry_facility,Week_ends,0,7,0,100
051062-09032013,Autumn,6110,1,school,Week_ends,0,15,0,100
051287-09032013,Autumn,6200,1,public_facility,Week_ends,0,3,0,100
051364-09032013,Autumn,6900,1,shopping_mall,Week_ends,0,20,0,100
051441-09032013,Autumn,6990,2,others,Week_ends,0,26,0,100
051467-10032013,Autumn,6200,1,shopping_mall,Week_ends,0,13,0,100
051549-10032013,Autumn,6110,2,school,Week_ends,0,6,0,100
051667-10032013,Autumn,6100,3,hospital,Week_ends,0,2,0,100
051740-10032013,Autumn,6200,2,shopping_mall,Week_ends,0,1,0,100
051749-10032013,Autumn,6990,1,industry_facility,Week_ends,0,5,0,100
052076-11032013,Autumn,6110,0,hospital,Work_days,0,27,0,100
052187-11032013,Autumn,1200,0,apartment,Work_days,0,1,0,100
052683-12032013,Autumn,6290,0,school,Work_days,0,5,0,100
052703-12032013,Autumn,6100,3,others,Work_days,0,10,0,100
052928-12032013,Autumn,6200,1,office,Work_days,0,8,0,100
053023-13032013,Autumn,6110,0,industry_facility,Work_days,0,20,0,100
053752-14032013,Autumn,1100,1,house,Work_days,0,1,0,100
053756-14032013,Autumn,6900,1,industry_facility,Work_days,0,19,0,100
053779-14032013,Autumn,6100,1,public_facility,Work_days,0,36,0,100
053867-14032013,Autumn,6990,2,hotel,Work_days,0,13,0,100
053948-14032013,Autumn,1900,0,apartment,Work_days,0,7,0,100
054025-14032013,Autumn,6990,3,others,Work_days,0,19,0,100
054119-15032013,Autumn,6900,1,tansport,Work_days,0,26,0,100
054130-15032013,Autumn,6990,4,others,Work_days,0,6,0,100
054140-15032013,Autumn,6990,1,school,Work_days,0,38,0,100
054471-15032013,Autumn,6200,1,apartment,Work_days,0,27,0,100
054693-16032013,Autumn,6900,1,tansport,Week_ends,0,6,0,100
054698-16032013,Autumn,6990,5,others,Week_ends,0,1,0,100
054702-16032013,Autumn,6990,6,others,Week_ends,0,1,0,100
054711-16032013,Autumn,6100,1,shopping_mall,Week_ends,0,15,0,100
054713-16032013,Autumn,6990,7,others,Week_ends,0,1,0,100
054727-16032013,Autumn,6990,8,others,Week_ends,0,1,0,100
054752-16032013,Autumn,6990,9,others,Week_ends,0,1,0,100
054782-16032013,Autumn,6990,2,hospital,Week_ends,0,3,0,100
054803-16032013,Autumn,6900,1,office,Week_ends,0,12,0,100
054850-16032013,Autumn,6990,1,school,Week_ends,0,21,0,100
054879-16032013,Autumn,1100,0,tansport,Week_ends,0,8,0,100
054928-16032013,Autumn,6990,10,others,Week_ends,0,1,0,100
054976-16032013,Autumn,6900,0,restaurant,Week_ends,0,8,0,100
054978-16032013,Autumn,6200,0,school,Week_ends,0,22,0,100
054988-16032013,Autumn,6990,11,others,Week_ends,0,1,0,100
055001-16032013,Autumn,6990,12,others,Week_ends,0,1,0,100
055016-16032013,Autumn,6990,13,others,Week_ends,0,1,0,100
055058-16032013,Autumn,6990,14,others,Week_ends,0,1,0,100
055073-16032013,Autumn,6990,15,others,Week_ends,0,1,0,100
055296-16032013,Autumn,6900,1,school,Week_ends,0,39,0,100
055445-17032013,Autumn,6100,1,hotel,Week_ends,0,17,0,100
055784-17032013,Autumn,6200,0,industry_facility,Week_ends,0,7,0,100
055889-18032013,Autumn,6200,1,school,Work_days,0,12,0,100
055927-18032013,Autumn,6100,0,restaurant,Work_days,0,14,0,100
056046-18032013,Autumn,6900,2,hospital,Work_days,0,18,0,100
056431-19032013,Autumn,1200,0,public_facility,Work_days,0,1,0,100
056469-19032013,Autumn,6110,2,school,Work_days,0,24,0,100
056478-19032013,Autumn,6110,3,school,Work_days,0,5,0,100
056616-19032013,Autumn,6110,4,school,Work_days,0,3,0,100
056620-19032013,Autumn,6110,1,public_facility,Work_days,0,11,0,100
056631-19032013,Autumn,6110,2,public_facility,Work_days,0,1,0,100
056702-19032013,Autumn,6110,5,school,Work_days,0,3,0,100
057049-20032013,Autumn,1100,0,hotel,Work_days,0,30,0,100
057099-20032013,Autumn,6200,0,house,Work_days,0,12,0,100
057285-20032013,Autumn,6110,6,school,Work_days,0,3,0,100
057618-21032013,Autumn,6100,1,office,Work_days,0,18,0,100
057640-21032013,Autumn,6100,2,office,Work_days,0,2,0,100
057832-21032013,Autumn,6100,0,house,Work_days,0,59,0,100
058268-22032013,Autumn,6990,2,public_facility,Work_days,0,3,0,100
058880-22032013,Autumn,6900,2,school,Work_days,0,22,0,100
058924-23032013,Autumn,6100,1,office,Week_ends,0,9,0,100
059079-23032013,Autumn,6110,3,school,Week_ends,0,2,0,100
059125-23032013,Autumn,6110,4,school,Week_ends,0,2,0,100
059181-23032013,Autumn,6110,5,school,Week_ends,0,1,0,100
059230-23032013,Autumn,6900,2,rest_home,Week_ends,0,3,0,100
059239-23032013,Autumn,6110,6,school,Week_ends,0,1,0,100
059360-23032013,Autumn,6110,7,school,Week_ends,0,1,0,100
059412-23032013,Autumn,1100,1,school,Week_ends,0,5,0,100
059426-23032013,Autumn,6990,2,rest_home,Week_ends,0,4,0,100
059443-23032013,Autumn,1120,0,others,Week_ends,0,14,0,100
059625-24032013,Autumn,6110,8,others,Week_ends,0,1,0,100
059683-24032013,Autumn,6900,2,hotel,Week_ends,0,5,0,100
059729-24032013,Autumn,6990,1,hospital,Week_ends,0,20,0,100
059870-24032013,Autumn,6990,0,tansport,Week_ends,0,17,0,100
059934-24032013,Autumn,6990,2,apartment,Week_ends,0,5,0,100
060874-25032013,Autumn,6900,1,hotel,Work_days,0,35,0,100
061194-26032013,Autumn,6990,0,restaurant,Work_days,0,15,0,100
061389-26032013,Autumn,6120,0,industry_facility,Work_days,0,3,0,100
061985-27032013,Autumn,1120,0,hospital,Work_days,0,4,0,100
062819-28032013,Autumn,6990,3,apartment,Work_days,0,5,0,100
063767-30032013,Autumn,6100,1,tansport,Week_ends,0,4,0,100
063775-30032013,Autumn,6100,1,rest_home,Week_ends,0,27,0,100
063798-30032013,Autumn,6100,2,rest_home,Week_ends,0,5,0,100
063896-30032013,Autumn,6210,0,office,Week_ends,0,5,0,100
063930-30032013,Autumn,6110,0,rest_home,Week_ends,0,6,0,100
063932-30032013,Autumn,6990,3,shopping_mall,Week_ends,0,3,0,100
063962-30032013,Autumn,6100,4,others,Week_ends,0,4,0,100
064055-30032013,Autumn,6100,0,house,Week_ends,0,26,0,100
064182-30032013,Autumn,6900,2,shopping_mall,Week_ends,0,6,0,100
064197-30032013,Autumn,6990,2,shopping_mall,Week_ends,0,10,0,100
064267-31032013,Autumn,6210,1,office,Week_ends,0,1,0,100
064340-31032013,Autumn,6210,2,office,Week_ends,0,1,0,100
064759-31032013,Autumn,6900,3,hotel,Week_ends,0,1,0,100
064786-31032013,Autumn,6110,0,hospital,Week_ends,0,2,0,100
064798-01042013,Autumn,1100,1,hotel,Work_days,0,3,0,100
064806-01042013,Autumn,6900,4,hotel,Work_days,0,1,0,100
064850-01042013,Autumn,6900,5,hotel,Work_days,0,1,0,100
065352-02042013,Autumn,1100,1,shopping_mall,Work_days,0,11,0,100
065636-02042013,Autumn,6110,1,apartment,Work_days,0,6,0,100
066021-03042013,Autumn,6110,1,office,Work_days,0,11,0,100
066106-03042013,Autumn,6200,0,tansport,Work_days,0,8,0,100
066157-03042013,Autumn,6110,2,office,Work_days,0,5,0,100
066568-04042013,Autumn,1100,2,shopping_mall,Work_days,0,4,0,100
066581-04042013,Autumn,1100,2,school,Work_days,0,8,0,100
066970-04042013,Autumn,1100,3,school,Work_days,0,3,0,100
066998-04042013,Autumn,1100,4,school,Work_days,0,1,0,100
067018-04042013,Autumn,1100,5,school,Work_days,0,1,0,100
067048-05042013,Autumn,1100,6,school,Work_days,0,1,0,100
067362-05042013,Autumn,1100,7,school,Work_days,0,1,0,100
067683-06042013,Autumn,6200,0,tansport,Week_ends,0,3,0,100
067689-06042013,Autumn,1900,0,others,Week_ends,0,2,0,100
067702-06042013,Autumn,6100,2,public_facility,Week_ends,0,3,0,100
067780-06042013,Autumn,1100,8,school,Week_ends,0,1,0,100
067834-06042013,Autumn,6990,1,office,Week_ends,0,21,0,100
067861-06042013,Autumn,6990,2,office,Week_ends,0,3,0,100
067917-06042013,Autumn,1100,1,others,Week_ends,0,17,0,100
068820-08042013,Autumn,6900,2,hotel,Work_days,0,5,0,100
068906-08042013,Autumn,6990,2,house,Work_days,0,2,0,100
068914-08042013,Autumn,6900,3,others,Work_days,0,13,0,100
069223-09042013,Autumn,6990,2,office,Work_days,0,12,0,100
069245-09042013,Autumn,6210,0,office,Work_days,0,5,0,100
069292-09042013,Autumn,6100,2,rest_home,Work_days,0,7,0,100
069313-09042013,Autumn,6100,3,hospital,Work_days,0,8,0,100
069314-09042013,Autumn,6210,1,office,Work_days,0,2,0,100
069342-09042013,Autumn,6900,4,others,Work_days,0,7,0,100
069377-09042013,Autumn,6200,0,restaurant,Work_days,0,1,0,100
069435-09042013,Autumn,1120,1,others,Work_days,0,3,0,100
069973-10042013,Autumn,6900,1,restaurant,Work_days,0,4,0,100
070076-10042013,Autumn,6200,2,office,Work_days,0,2,0,100
071749-13042013,Autumn,6900,2,school,Week_ends,0,9,0,100
072197-14042013,Autumn,6900,3,school,Week_ends,0,3,0,100
072209-14042013,Autumn,6900,4,school,Week_ends,0,1,0,100
072210-14042013,Autumn,0,0,school,Week_ends,0,1,0,100
072219-14042013,Autumn,6900,5,school,Week_ends,0,2,0,100
072255-14042013,Autumn,6200,1,apartment,Week_ends,0,10,0,100
072459-14042013,Autumn,6100,2,shopping_mall,Week_ends,0,1,0,100
072657-14042013,Autumn,6100,3,shopping_mall,Week_ends,0,1,0,100
072666-14042013,Autumn,6100,4,shopping_mall,Week_ends,0,1,0,100
073278-15042013,Autumn,6990,2,school,Work_days,0,5,0,100
074076-17042013,Autumn,0,0,house,Work_days,0,1,0,100
074096-17042013,Autumn,0,0,hotel,Work_days,0,1,0,100
074205-17042013,Autumn,6100,1,industry_facility,Work_days,0,4,0,100
074592-18042013,Autumn,1170,0,others,Work_days,0,2,0,100
075166-18042013,Autumn,6200,2,school,Work_days,0,2,0,100
075728-19042013,Autumn,6200,1,public_facility,Work_days,0,7,0,100
075807-19042013,Autumn,6200,2,public_facility,Work_days,0,1,0,100
075831-19042013,Autumn,6200,3,public_facility,Work_days,0,1,0,100
076079-20042013,Autumn,6110,2,public_facility,Week_ends,0,1,0,100
076107-20042013,Autumn,6900,3,others,Week_ends,0,8,0,100
076286-20042013,Autumn,6100,0,restaurant,Week_ends,0,3,0,100
076580-21042013,Autumn,1120,0,office,Week_ends,0,2,0,100
077506-22042013,Autumn,6900,3,house,Work_days,0,1,0,100
077761-23042013,Autumn,6900,2,public_facility,Work_days,0,7,0,100
078151-24042013,Autumn,1100,2,others,Work_days,0,10,0,100
078849-25042013,Autumn,6100,2,apartment,Work_days,0,9,0,100
078958-25042013,Autumn,6200,3,school,Work_days,0,1,0,100
079484-26042013,Autumn,6990,3,shopping_mall,Work_days,0,3,0,100
080558-27042013,Autumn,6990,1,house,Week_ends,0,4,0,100
080646-28042013,Autumn,6110,1,industry_facility,Week_ends,0,2,0,100
081232-28042013,Autumn,6100,1,house,Week_ends,0,5,0,100
081738-29042013,Autumn,6110,1,rest_home,Work_days,0,2,0,100
081820-29042013,Autumn,6110,1,industry_facility,Work_days,0,5,0,100
081856-29042013,Autumn,6110,2,industry_facility,Work_days,0,1,0,100
082320-30042013,Autumn,6110,2,rest_home,Work_days,0,2,0,100
082588-01052013,Autumn,6110,3,rest_home,Work_days,0,2,0,100
082702-01052013,Autumn,0,0,public_facility,Work_days,0,1,0,100
083597-03052013,Autumn,0,0,apartment,Work_days,0,2,0,100
083785-03052013,Autumn,1900,1,others,Work_days,0,2,0,100
084822-04052013,Autumn,6200,0,house,Week_ends,0,1,0,100
084921-05052013,Autumn,6100,2,apartment,Week_ends,0,4,0,100
084971-05052013,Autumn,1100,2,others,Week_ends,0,5,0,100
085090-05052013,Autumn,6100,3,apartment,Week_ends,0,1,0,100
085498-05052013,Autumn,0,0,public_facility,Week_ends,0,2,0,100
085525-06052013,Autumn,6100,2,public_facility,Work_days,0,8,0,100
086048-07052013,Autumn,6100,1,tansport,Work_days,0,9,0,100
086637-08052013,Autumn,6990,4,hospital,Work_days,0,3,0,100
086882-08052013,Autumn,1200,0,others,Work_days,0,11,0,100
086991-08052013,Autumn,6990,3,hotel,Work_days,0,3,0,100
087607-09052013,Autumn,6100,2,tansport,Work_days,0,2,0,100
087617-09052013,Autumn,6100,3,tansport,Work_days,0,1,0,100
088423-10052013,Autumn,6900,2,tansport,Work_days,0,4,0,100
089310-12052013,Autumn,6900,1,house,Week_ends,0,2,0,100
089369-12052013,Autumn,6100,1,restaurant,Week_ends,0,1,0,100
089442-12052013,Autumn,1100,2,school,Week_ends,0,1,0,100
089566-12052013,Autumn,0,0,others,Week_ends,0,4,0,100
089902-12052013,Autumn,6990,1,tansport,Week_ends,0,1,0,100
091727-16052013,Autumn,6200,2,shopping_mall,Work_days,0,6,0,100
093448-18052013,Autumn,6990,3,others,Week_ends,0,3,0,100
093786-19052013,Autumn,6900,2,apartment,Week_ends,0,5,0,100
093800-19052013,Autumn,6900,3,apartment,Week_ends,0,3,0,100
094325-20052013,Autumn,6900,4,apartment,Work_days,0,5,0,100
094368-20052013,Autumn,6900,5,apartment,Work_days,0,3,0,100
094376-20052013,Autumn,6900,2,office,Work_days,0,7,0,100
094407-20052013,Autumn,6900,6,apartment,Work_days,0,2,0,100
095007-21052013,Autumn,6200,3,shopping_mall,Work_days,0,3,0,100
095050-21052013,Autumn,6200,4,shopping_mall,Work_days,0,1,0,100
095671-22052013,Autumn,6900,3,apartment,Work_days,0,4,0,100
095754-22052013,Autumn,6100,1,restaurant,Work_days,0,1,0,100
095915-22052013,Autumn,1100,1,rest_home,Work_days,0,2,0,100
096809-24052013,Autumn,0,0,hospital,Work_days,0,1,0,100
096952-24052013,Autumn,6900,7,apartment,Work_days,0,1,0,100
097249-25052013,Autumn,6110,1,others,Week_ends,0,7,0,100
097252-25052013,Autumn,6100,2,tansport,Week_ends,0,1,0,100
097259-25052013,Autumn,6110,0,shopping_mall,Week_ends,0,6,0,100
097298-25052013,Autumn,6900,8,apartment,Week_ends,0,1,0,100
097485-25052013,Autumn,6110,1,public_facility,Week_ends,0,4,0,100
097669-25052013,Autumn,6200,1,hotel,Week_ends,0,1,0,100
098855-27052013,Autumn,6990,1,house,Work_days,0,4,0,100
099032-28052013,Autumn,6200,1,house,Work_days,0,2,0,100
099143-28052013,Autumn,6990,1,tansport,Work_days,0,6,0,100
099348-28052013,Autumn,7110,1,public_facility,Work_days,0,2,0,100
099356-28052013,Autumn,6110,2,apartment,Work_days,0,1,0,100
099605-29052013,Autumn,6900,1,house,Work_days,0,4,0,100
099929-29052013,Autumn,6900,2,house,Work_days,0,1,0,100
100181-30052013,Autumn,6900,3,school,Work_days,0,5,0,100
100692-31052013,Autumn,6990,2,tansport,Work_days,0,1,0,100
101012-31052013,Autumn,6900,3,office,Work_days,0,1,0,100
101032-01062013,Winter,6900,4,office,Week_ends,0,1,0,100
101148-01062013,Winter,6110,2,others,Week_ends,0,2,0,100
101194-01062013,Winter,6110,3,others,Week_ends,0,2,0,100
101690-02062013,Winter,6100,1,restaurant,Week_ends,0,1,0,100
101752-02062013,Winter,6100,2,school,Week_ends,0,5,0,100
102114-03062013,Winter,1200,0,public_facility,Work_days,0,2,0,100
