incident_number,season,alarm_type,repeat_count,time_of_day2,build_type,true_alarm,false_alarm,true_percentage,false_percentage
096952-24052013,Autumn,6900,7,Cooking-time,apartment,0,1,0,100
097031-24052013,Autumn,6990,2,Office Hours,school,0,3,0,100
097252-25052013,Autumn,6100,2,Night-time,tansport,0,2,0,100
097259-25052013,Autumn,6110,0,Night-time,shopping_mall,0,4,0,100
097298-25052013,Autumn,6900,8,Night-time,apartment,0,1,0,100
098541-27052013,Autumn,0,0,Office Hours,apartment,0,2,0,100
098855-27052013,Autumn,6990,1,Cooking-time,house,0,5,0,100
099032-28052013,Autumn,6200,1,Cooking-time,house,0,2,0,100
099143-28052013,Autumn,6990,1,Cooking-time,tansport,0,2,0,100
099348-28052013,Autumn,7110,1,Cooking-time,public_facility,0,1,0,100
099356-28052013,Autumn,6110,2,Cooking-time,apartment,0,1,0,100
099605-29052013,Autumn,6900,1,Office Hours,house,0,1,0,100
099929-29052013,Autumn,6900,2,Cooking-time,house,0,1,0,100
100181-30052013,Autumn,6900,3,Cooking-time,school,0,5,0,100
100689-31052013,Autumn,6990,1,Office Hours,tansport,0,2,0,100
100692-31052013,Autumn,6990,2,Office Hours,tansport,0,1,0,100
101012-31052013,Autumn,6900,3,Night-time,office,0,1,0,100
101032-01062013,Winter,6900,4,Night-time,office,0,1,0,100
101194-01062013,Winter,6110,3,Office Hours,others,0,1,0,100
101646-02062013,Winter,6110,1,Office Hours,public_facility,0,2,0,100
101690-02062013,Winter,6100,1,Office Hours,restaurant,0,1,0,100
101752-02062013,Winter,6100,2,Cooking-time,school,0,7,0,100
101974-03062013,Winter,6990,4,Cooking-time,shopping_mall,0,1,0,100
102114-03062013,Winter,1200,0,Cooking-time,public_facility,0,2,0,100
102273-03062013,Winter,6100,2,Cooking-time,office,0,3,0,100
102348-04062013,Winter,6990,2,Night-time,hospital,0,5,0,100
102400-04062013,Winter,6990,3,Night-time,hospital,0,2,0,100
102451-04062013,Winter,1200,1,Cooking-time,public_facility,0,1,0,100
102762-04062013,Winter,1200,2,Cooking-time,public_facility,0,1,0,100
102819-05062013,Winter,1100,0,Night-time,rest_home,0,2,0,100
103029-05062013,Winter,6110,0,Cooking-time,house,0,4,0,100
103460-06062013,Winter,6200,1,Cooking-time,hospital,0,4,0,100
103553-06062013,Winter,6200,2,Cooking-time,hospital,0,2,0,100
103895-07062013,Winter,6990,3,Night-time,apartment,0,3,0,100
103913-07062013,Winter,6990,1,Night-time,rest_home,0,5,0,100
104010-07062013,Winter,1170,0,Cooking-time,others,0,1,0,100
105798-10062013,Winter,1100,0,Cooking-time,tansport,0,10,0,100
106876-12062013,Winter,6100,1,Office Hours,shopping_mall,0,9,0,100
107006-12062013,Winter,6900,2,Office Hours,apartment,0,6,0,100
107036-12062013,Winter,6900,1,Office Hours,hotel,0,7,0,100
107115-12062013,Winter,7110,1,Cooking-time,public_facility,0,3,0,100
107213-13062013,Winter,6900,3,Night-time,hospital,0,3,0,100
107254-13062013,Winter,1120,0,Night-time,office,0,2,0,100
107282-13062013,Winter,6900,4,Cooking-time,hospital,0,3,0,100
107685-14062013,Winter,6100,1,Night-time,office,0,15,0,100
107714-14062013,Winter,6990,3,Night-time,school,0,1,0,100
107784-14062013,Winter,1100,1,Cooking-time,rest_home,0,1,0,100
108129-14062013,Winter,1100,2,Night-time,apartment,0,3,0,100
108205-15062013,Winter,1100,3,Night-time,apartment,0,2,0,100
108226-15062013,Winter,1100,4,Night-time,apartment,0,2,0,100
108790-16062013,Winter,6290,0,Night-time,school,0,3,0,100
108877-16062013,Winter,6290,1,Office Hours,school,0,1,0,100
109160-17062013,Winter,7110,0,Night-time,public_facility,0,2,0,100
109183-17062013,Winter,6900,0,Night-time,restaurant,0,7,0,100
109878-18062013,Winter,1900,0,Cooking-time,apartment,0,1,0,100
109930-18062013,Winter,6200,1,Office Hours,hotel,0,3,0,100
109962-18062013,Winter,6200,2,Office Hours,hotel,0,1,0,100
110364-19062013,Winter,6200,3,Cooking-time,hotel,0,1,0,100
111340-21062013,Winter,6990,1,Office Hours,restaurant,0,2,0,100
111672-21062013,Winter,6990,3,Night-time,industry_facility,0,1,0,100
111802-22062013,Winter,1100,5,Night-time,apartment,0,1,0,100
112763-23062013,Winter,7110,0,Office Hours,public_facility,0,8,0,100
112816-23062013,Winter,6990,4,Cooking-time,office,0,2,0,100
112824-23062013,Winter,1100,1,Cooking-time,hotel,0,3,0,100
112924-23062013,Winter,7110,1,Night-time,public_facility,0,1,0,100
112956-24062013,Winter,6900,2,Night-time,hotel,0,2,0,100
112978-24062013,Winter,6900,3,Night-time,hotel,0,2,0,100
113001-24062013,Winter,6900,4,Night-time,others,0,3,0,100
113008-24062013,Winter,6990,5,Night-time,office,0,1,0,100
113026-24062013,Winter,1100,1,Cooking-time,public_facility,0,3,0,100
113203-24062013,Winter,1100,1,Cooking-time,tansport,0,1,0,100
113240-24062013,Winter,6990,4,Cooking-time,others,0,2,0,100
113307-24062013,Winter,6290,0,Office Hours,school,0,1,0,100
113334-24062013,Winter,6120,0,Office Hours,office,0,1,0,100
113383-24062013,Winter,6900,2,Cooking-time,tansport,0,1,0,100
113480-25062013,Winter,6110,2,Night-time,school,0,2,0,100
113546-25062013,Winter,6100,2,Night-time,rest_home,0,3,0,100
113564-25062013,Winter,6100,1,Night-time,restaurant,0,1,0,100
113849-25062013,Winter,6210,0,Office Hours,office,0,1,0,100
114006-25062013,Winter,6110,4,Cooking-time,school,0,1,0,100
114037-25062013,Winter,6110,5,Night-time,school,0,1,0,100
114045-25062013,Winter,6900,2,Night-time,tansport,0,2,0,100
114162-26062013,Winter,6200,0,Night-time,public_facility,0,16,0,100
114179-26062013,Winter,6100,2,Night-time,apartment,0,5,0,100
114251-26062013,Winter,6900,1,Cooking-time,house,0,5,0,100
114447-26062013,Winter,6900,1,Office Hours,tansport,0,2,0,100
114890-27062013,Winter,6900,2,Office Hours,tansport,0,1,0,100
115124-27062013,Winter,6900,3,Night-time,tansport,0,1,0,100
115757-29062013,Winter,6200,1,Cooking-time,rest_home,0,3,0,100
116117-29062013,Winter,1100,2,Cooking-time,school,0,4,0,100
116149-29062013,Winter,1100,3,Cooking-time,school,0,1,0,100
116200-30062013,Winter,1100,4,Night-time,school,0,1,0,100
116275-30062013,Winter,6900,1,Night-time,house,0,3,0,100
116329-30062013,Winter,6100,2,Cooking-time,public_facility,0,6,0,100
116365-30062013,Winter,1100,1,Office Hours,school,0,3,0,100
116464-30062013,Winter,6200,1,Office Hours,office,0,2,0,100
117201-02072013,Winter,1200,0,Night-time,others,0,1,0,100
117382-02072013,Winter,6900,3,Cooking-time,hospital,0,2,0,100
117685-02072013,Winter,6100,3,Night-time,hospital,0,1,0,100
117693-02072013,Winter,6990,3,Night-time,others,0,10,0,100
118045-03072013,Winter,6990,6,Office Hours,others,0,1,0,100
118101-03072013,Winter,6990,7,Office Hours,others,0,1,0,100
118369-04072013,Winter,6990,8,Night-time,others,0,2,0,100
118473-04072013,Winter,6990,9,Cooking-time,others,0,1,0,100
119192-05072013,Winter,6120,0,Office Hours,industry_facility,0,1,0,100
120001-07072013,Winter,1100,1,Night-time,hotel,0,1,0,100
120009-07072013,Winter,1120,0,Cooking-time,hospital,0,3,0,100
120523-08072013,Winter,6200,0,Night-time,tansport,0,2,0,100
120525-08072013,Winter,6200,0,Night-time,house,0,5,0,100
121104-08072013,Winter,6200,1,Cooking-time,hotel,0,2,0,100
121262-09072013,Winter,6990,2,Night-time,rest_home,0,2,0,100
121537-09072013,Winter,6900,3,Office Hours,school,0,5,0,100
121869-10072013,Winter,8990,0,Cooking-time,others,0,1,0,100
122234-11072013,Winter,1100,4,Night-time,office,0,1,0,100
123496-13072013,Winter,6200,2,Cooking-time,apartment,0,2,0,100
124615-15072013,Winter,1900,0,Office Hours,apartment,0,1,0,100
124893-15072013,Winter,6100,2,Cooking-time,apartment,0,5,0,100
125991-18072013,Winter,6110,2,Night-time,others,0,2,0,100
126420-18072013,Winter,6110,3,Night-time,others,0,2,0,100
127097-20072013,Winter,6990,4,Office Hours,shopping_mall,0,1,0,100
127118-20072013,Winter,1900,0,Office Hours,others,0,2,0,100
127325-20072013,Winter,1100,3,Cooking-time,others,0,4,0,100
127516-21072013,Winter,6900,3,Night-time,rest_home,0,1,0,100
127967-21072013,Winter,1900,0,Night-time,shopping_mall,0,1,0,100
128512-23072013,Winter,6200,1,Night-time,house,0,2,0,100
128555-23072013,Winter,6900,2,Cooking-time,house,0,1,0,100
129390-24072013,Winter,1120,0,Office Hours,office,0,2,0,100
129496-24072013,Winter,6200,2,Cooking-time,office,0,1,0,100
130237-26072013,Winter,1120,0,Cooking-time,industry_facility,0,2,0,100
132959-30072013,Winter,6900,2,Night-time,industry_facility,0,2,0,100
133743-01082013,Winter,6900,1,Office Hours,house,0,4,0,100
134713-03082013,Winter,1100,1,Night-time,rest_home,0,2,0,100
136668-06082013,Winter,1100,1,Office Hours,shopping_mall,0,3,0,100
137990-09082013,Winter,6120,0,Night-time,industry_facility,0,2,0,100
137991-09082013,Winter,1170,0,Night-time,industry_facility,0,2,0,100
138029-09082013,Winter,1100,1,Night-time,apartment,0,4,0,100
138415-09082013,Winter,6900,3,Cooking-time,school,0,2,0,100
138761-10082013,Winter,1200,0,Office Hours,others,0,2,0,100
139205-10082013,Winter,1100,0,Night-time,tansport,0,11,0,100
139870-12082013,Winter,6200,2,Night-time,shopping_mall,0,1,0,100
141953-14082013,Winter,6990,1,Office Hours,tansport,0,1,0,100
142503-15082013,Winter,6990,0,Cooking-time,restaurant,0,9,0,100
142661-15082013,Winter,6990,2,Office Hours,tansport,0,1,0,100
142954-16082013,Winter,6100,3,Night-time,rest_home,0,1,0,100
143708-17082013,Winter,6990,4,Cooking-time,hospital,0,1,0,100
144918-18082013,Winter,6990,1,Night-time,house,0,1,0,100
144984-19082013,Winter,6990,2,Night-time,house,0,2,0,100
145816-20082013,Winter,6990,1,Cooking-time,tansport,0,2,0,100
147007-22082013,Winter,6100,2,Night-time,office,0,2,0,100
147571-23082013,Winter,6990,4,Night-time,hospital,0,1,0,100
147889-23082013,Winter,6990,5,Cooking-time,hospital,0,1,0,100
148733-24082013,Winter,6990,2,Cooking-time,house,0,1,0,100
151885-28082013,Winter,1120,1,Cooking-time,others,0,1,0,100
152318-29082013,Winter,6110,1,Cooking-time,shopping_mall,0,2,0,100
152761-30082013,Winter,6110,2,Night-time,shopping_mall,0,1,0,100
154611-01092013,Spring,6990,1,Night-time,school,0,7,0,100
154619-01092013,Spring,7110,0,Night-time,public_facility,0,3,0,100
155150-01092013,Spring,1100,1,Cooking-time,tansport,0,1,0,100
155179-01092013,Spring,6100,3,Cooking-time,hospital,0,4,0,100
156073-03092013,Spring,1170,0,Office Hours,others,0,1,0,100
157709-05092013,Spring,6200,1,Office Hours,hospital,0,5,0,100
158691-07092013,Spring,1100,0,Night-time,restaurant,0,4,0,100
158707-07092013,Spring,1100,1,Night-time,restaurant,0,1,0,100
159668-07092013,Spring,6200,2,Night-time,shopping_mall,0,1,0,100
160245-08092013,Spring,6200,1,Office Hours,shopping_mall,0,7,0,100
162869-11092013,Spring,6210,0,Cooking-time,office,0,2,0,100
163558-12092013,Spring,6100,1,Night-time,school,0,6,0,100
163603-12092013,Spring,1120,0,Cooking-time,apartment,0,1,0,100
165023-13092013,Spring,1120,0,Cooking-time,office,0,2,0,100
165212-14092013,Spring,6100,0,Night-time,restaurant,0,5,0,100
166616-16092013,Spring,6200,1,Cooking-time,hospital,0,4,0,100
166963-16092013,Spring,6100,1,Night-time,tansport,0,7,0,100
167175-17092013,Spring,6200,1,Office Hours,hotel,0,4,0,100
167749-18092013,Spring,6900,2,Cooking-time,restaurant,0,1,0,100
168101-19092013,Spring,6900,3,Cooking-time,shopping_mall,0,3,0,100
168354-19092013,Spring,6990,1,Cooking-time,tansport,0,2,0,100
168634-20092013,Spring,6990,2,Night-time,school,0,2,0,100
168692-20092013,Spring,6990,2,Cooking-time,tansport,0,1,0,100
169021-20092013,Spring,1100,0,Office Hours,restaurant,0,1,0,100
169048-20092013,Spring,1120,0,Office Hours,industry_facility,0,2,0,100
169201-20092013,Spring,6100,3,Night-time,public_facility,0,1,0,100
171327-23092013,Spring,0,0,Office Hours,office,0,2,0,100
171621-24092013,Spring,6200,2,Cooking-time,apartment,0,3,0,100
172303-25092013,Spring,6990,2,Night-time,hotel,0,6,0,100
172341-25092013,Spring,6200,3,Night-time,apartment,0,1,0,100
172401-25092013,Spring,6200,4,Cooking-time,apartment,0,1,0,100
173396-26092013,Spring,6110,1,Office Hours,public_facility,0,3,0,100
174879-27092013,Spring,1200,0,Cooking-time,shopping_mall,0,2,0,100
177485-29092013,Spring,6900,2,Office Hours,tansport,0,1,0,100
179893-01102013,Spring,6100,2,Night-time,apartment,0,4,0,100
179911-01102013,Spring,1100,2,Night-time,office,0,3,0,100
179947-02102013,Spring,1100,3,Night-time,office,0,1,0,100
180029-02102013,Spring,6200,0,Night-time,house,0,2,0,100
180067-02102013,Spring,1100,4,Cooking-time,office,0,1,0,100
180722-03102013,Spring,6100,2,Night-time,school,0,2,0,100
181039-03102013,Spring,6110,1,Office Hours,hotel,0,2,0,100
181575-04102013,Spring,6100,1,Cooking-time,industry_facility,0,2,0,100
182228-05102013,Spring,6200,0,Office Hours,restaurant,0,1,0,100
182916-06102013,Spring,6990,3,Cooking-time,hotel,0,2,0,100
184310-07102013,Spring,1100,2,Cooking-time,others,0,3,0,100
186135-10102013,Spring,1100,3,Office Hours,others,0,1,0,100
187864-11102013,Spring,6120,0,Cooking-time,industry_facility,0,4,0,100
188157-12102013,Spring,6900,3,Cooking-time,school,0,2,0,100
188836-12102013,Spring,1100,1,Night-time,public_facility,0,3,0,100
189192-13102013,Spring,6990,3,Cooking-time,shopping_mall,0,1,0,100
191689-15102013,Spring,1120,0,Night-time,hotel,0,1,0,100
191731-15102013,Spring,1120,0,Night-time,hospital,0,1,0,100
191734-15102013,Spring,1120,1,Night-time,hospital,0,1,0,100
191902-15102013,Spring,1120,0,Office Hours,shopping_mall,0,2,0,100
192612-16102013,Spring,6900,2,Night-time,public_facility,0,2,0,100
192616-16102013,Spring,6900,3,Cooking-time,public_facility,0,4,0,100
199023-20102013,Spring,6200,1,Night-time,public_facility,0,1,0,100
199063-20102013,Spring,6200,2,Night-time,public_facility,0,1,0,100
199243-20102013,Spring,6200,1,Office Hours,rest_home,0,2,0,100
199300-20102013,Spring,6200,2,Cooking-time,rest_home,0,1,0,100
200090-21102013,Spring,1200,0,Cooking-time,others,0,2,0,100
201483-22102013,Spring,6100,1,Office Hours,house,0,1,0,100
202331-23102013,Spring,6990,3,Office Hours,hospital,0,2,0,100
202740-23102013,Spring,6990,5,Cooking-time,hospital,0,1,0,100
203013-23102013,Spring,6990,6,Office Hours,hospital,0,1,0,100
203398-24102013,Spring,6990,7,Night-time,hospital,0,1,0,100
203404-24102013,Spring,6900,2,Night-time,rest_home,0,2,0,100
205089-25102013,Spring,6100,2,Cooking-time,rest_home,0,3,0,100
206632-27102013,Spring,6100,1,Office Hours,shopping_mall,0,4,0,100
207373-28102013,Spring,6200,1,Cooking-time,industry_facility,0,1,0,100
207805-29102013,Spring,6900,3,Office Hours,hospital,0,1,0,100
208469-29102013,Spring,6200,2,Office Hours,industry_facility,0,1,0,100
208853-30102013,Spring,1120,0,Office Hours,apartment,0,2,0,100
209011-30102013,Spring,1100,3,Cooking-time,public_facility,0,1,0,100
209013-30102013,Spring,1100,4,Cooking-time,public_facility,0,1,0,100
209014-30102013,Spring,1100,5,Cooking-time,public_facility,0,1,0,100
209016-30102013,Spring,1100,6,Cooking-time,public_facility,0,1,0,100
209018-30102013,Spring,1100,7,Cooking-time,public_facility,0,1,0,100
209019-30102013,Spring,1100,8,Cooking-time,public_facility,0,1,0,100
209020-30102013,Spring,1100,9,Cooking-time,public_facility,0,1,0,100
209021-30102013,Spring,1100,10,Cooking-time,public_facility,0,1,0,100
209022-30102013,Spring,1100,11,Cooking-time,public_facility,0,1,0,100
209023-30102013,Spring,1100,12,Cooking-time,public_facility,0,1,0,100
209024-30102013,Spring,1100,13,Cooking-time,public_facility,0,1,0,100
209025-30102013,Spring,1100,14,Cooking-time,public_facility,0,1,0,100
209026-30102013,Spring,1100,15,Cooking-time,public_facility,0,1,0,100
209027-30102013,Spring,1100,16,Cooking-time,public_facility,0,1,0,100
209028-30102013,Spring,1100,17,Cooking-time,public_facility,0,1,0,100
209029-30102013,Spring,1100,18,Cooking-time,public_facility,0,1,0,100
209030-30102013,Spring,1100,19,Cooking-time,public_facility,0,1,0,100
209031-30102013,Spring,1100,20,Cooking-time,public_facility,0,1,0,100
209032-30102013,Spring,1100,21,Cooking-time,public_facility,0,1,0,100
209033-30102013,Spring,1100,22,Cooking-time,public_facility,0,1,0,100
209034-30102013,Spring,1100,23,Cooking-time,public_facility,0,1,0,100
209035-30102013,Spring,1100,24,Cooking-time,public_facility,0,1,0,100
209036-30102013,Spring,1100,25,Cooking-time,public_facility,0,1,0,100
209037-30102013,Spring,1100,26,Cooking-time,public_facility,0,1,0,100
209038-30102013,Spring,1100,27,Cooking-time,public_facility,0,1,0,100
209039-30102013,Spring,1100,28,Cooking-time,public_facility,0,1,0,100
209040-30102013,Spring,1100,29,Cooking-time,public_facility,0,1,0,100
209041-30102013,Spring,1100,30,Cooking-time,public_facility,0,1,0,100
209042-30102013,Spring,1100,31,Cooking-time,public_facility,0,1,0,100
209043-30102013,Spring,1100,32,Cooking-time,public_facility,0,1,0,100
209044-30102013,Spring,1100,33,Cooking-time,public_facility,0,1,0,100
209045-30102013,Spring,1100,34,Cooking-time,public_facility,0,1,0,100
209046-30102013,Spring,1100,35,Cooking-time,public_facility,0,1,0,100
209047-30102013,Spring,1100,36,Cooking-time,public_facility,0,1,0,100
209048-30102013,Spring,1100,37,Cooking-time,public_facility,0,1,0,100
209049-30102013,Spring,1100,38,Cooking-time,public_facility,0,1,0,100
209050-30102013,Spring,1100,39,Cooking-time,public_facility,0,1,0,100
209051-30102013,Spring,1100,40,Cooking-time,public_facility,0,1,0,100
209052-30102013,Spring,1100,41,Cooking-time,public_facility,0,1,0,100
209053-30102013,Spring,1100,42,Office Hours,public_facility,0,1,0,100
209054-30102013,Spring,1100,43,Office Hours,public_facility,0,1,0,100
209064-30102013,Spring,1100,44,Office Hours,public_facility,0,1,0,100
209067-30102013,Spring,1100,45,Office Hours,public_facility,0,1,0,100
209107-30102013,Spring,6100,2,Office Hours,school,0,3,0,100
209536-31102013,Spring,6900,4,Office Hours,others,0,1,0,100
209562-31102013,Spring,1900,2,Cooking-time,others,0,1,0,100
209563-31102013,Spring,1900,3,Cooking-time,others,0,1,0,100
209564-31102013,Spring,1900,4,Cooking-time,others,0,1,0,100
209565-31102013,Spring,1900,5,Cooking-time,others,0,1,0,100
209566-31102013,Spring,1900,6,Cooking-time,others,0,1,0,100
209567-31102013,Spring,1900,7,Cooking-time,others,0,1,0,100
209568-31102013,Spring,1900,8,Cooking-time,others,0,1,0,100
209569-31102013,Spring,1900,9,Cooking-time,others,0,1,0,100
209570-31102013,Spring,1900,10,Cooking-time,others,0,1,0,100
209604-31102013,Spring,6900,4,Cooking-time,others,0,2,0,100
209606-31102013,Spring,6900,5,Cooking-time,others,0,2,0,100
209608-31102013,Spring,6900,6,Cooking-time,others,0,2,0,100
209611-31102013,Spring,6900,7,Cooking-time,others,0,1,0,100
209615-31102013,Spring,6900,8,Cooking-time,others,0,1,0,100
210200-01112013,Spring,6900,4,Office Hours,hospital,0,1,0,100
210965-02112013,Spring,6120,1,Office Hours,others,0,1,0,100
211330-02112013,Spring,1100,3,Office Hours,apartment,0,1,0,100
211909-03112013,Spring,6990,5,Cooking-time,others,0,3,0,100
212071-03112013,Spring,6990,2,Office Hours,shopping_mall,0,3,0,100
212178-03112013,Spring,6990,6,Cooking-time,others,0,1,0,100
214279-05112013,Spring,0,0,Office Hours,hotel,0,1,0,100
215977-07112013,Spring,6900,1,Office Hours,house,0,1,0,100
215985-07112013,Spring,6110,1,Office Hours,industry_facility,0,1,0,100
216111-07112013,Spring,6900,2,Cooking-time,house,0,1,0,100
216255-07112013,Spring,6100,2,Cooking-time,office,0,2,0,100
216887-08112013,Spring,6900,2,Office Hours,office,0,2,0,100
217065-08112013,Spring,6100,3,Cooking-time,office,0,1,0,100
217456-09112013,Spring,7110,1,Night-time,public_facility,0,1,0,100
217620-09112013,Spring,6990,2,Office Hours,school,0,1,0,100
220086-11112013,Spring,6900,2,Night-time,hotel,0,2,0,100
220396-12112013,Spring,1120,0,Office Hours,public_facility,0,1,0,100
220951-13112013,Spring,6900,2,Cooking-time,industry_facility,0,1,0,100
220961-13112013,Spring,6900,3,Cooking-time,industry_facility,0,1,0,100
221442-14112013,Spring,1120,0,Cooking-time,industry_facility,0,1,0,100
221466-14112013,Spring,1120,0,Office Hours,office,0,3,0,100
222636-15112013,Spring,6100,2,Night-time,shopping_mall,0,5,0,100
222679-16112013,Spring,1200,0,Night-time,others,0,1,0,100
224159-18112013,Spring,6100,2,Office Hours,hotel,0,2,0,100
224428-19112013,Spring,6100,3,Night-time,hotel,0,1,0,100
224587-19112013,Spring,6990,2,Office Hours,hotel,0,3,0,100
224753-19112013,Spring,7110,1,Office Hours,public_facility,0,1,0,100
225020-20112013,Spring,6990,3,Night-time,hotel,0,1,0,100
225080-20112013,Spring,6900,3,Night-time,others,0,3,0,100
225405-20112013,Spring,1100,1,Office Hours,public_facility,0,4,0,100
226222-22112013,Spring,6110,1,Night-time,apartment,0,2,0,100
226424-22112013,Spring,6900,2,Office Hours,industry_facility,0,1,0,100
226749-22112013,Spring,1100,1,Cooking-time,rest_home,0,2,0,100
226972-23112013,Spring,6900,3,Night-time,office,0,1,0,100
227416-24112013,Spring,0,0,Night-time,apartment,0,1,0,100
227951-25112013,Spring,6200,0,Office Hours,industry_facility,0,4,0,100
228608-26112013,Spring,6100,2,Office Hours,public_facility,0,1,0,100
229066-27112013,Spring,6100,3,Cooking-time,public_facility,0,2,0,100
229367-28112013,Spring,1100,2,Night-time,school,0,2,0,100
230719-30112013,Spring,7110,0,Office Hours,others,0,2,0,100
231040-30112013,Spring,6900,2,Night-time,industry_facility,0,1,0,100
231150-01122013,Summer,6990,2,Cooking-time,industry_facility,0,2,0,100
231313-01122013,Summer,6900,2,Office Hours,shopping_mall,0,4,0,100
231436-01122013,Summer,6990,2,Cooking-time,public_facility,0,2,0,100
231532-02122013,Summer,6900,3,Night-time,rest_home,0,3,0,100
231794-02122013,Summer,6990,3,Office Hours,public_facility,0,1,0,100
232472-03122013,Summer,6290,0,Office Hours,school,0,1,0,100
232548-03122013,Summer,6990,3,Office Hours,hotel,0,1,0,100
232699-03122013,Summer,1100,2,Night-time,tansport,0,2,0,100
232710-03122013,Summer,6110,2,Night-time,rest_home,0,1,0,100
234218-06122013,Summer,6990,3,Night-time,apartment,0,1,0,100
234686-06122013,Summer,1200,0,Cooking-time,hotel,0,1,0,100
234780-06122013,Summer,1200,1,Night-time,hotel,0,1,0,100
235343-07122013,Summer,1200,2,Cooking-time,hotel,0,1,0,100
235854-08122013,Summer,1200,3,Cooking-time,hotel,0,1,0,100
236069-08122013,Summer,1200,4,Cooking-time,hotel,0,1,0,100
236159-09122013,Summer,6100,2,Night-time,hotel,0,4,0,100
236166-09122013,Summer,6120,0,Night-time,others,0,1,0,100
236189-09122013,Summer,6100,3,Night-time,hotel,0,1,0,100
236247-09122013,Summer,1120,0,Cooking-time,office,0,6,0,100
236726-09122013,Summer,1200,5,Cooking-time,hotel,0,1,0,100
236786-09122013,Summer,1200,6,Night-time,hotel,0,1,0,100
237483-10122013,Summer,6990,4,Cooking-time,apartment,0,1,0,100
237520-10122013,Summer,6990,5,Cooking-time,apartment,0,1,0,100
237821-11122013,Summer,6990,6,Office Hours,apartment,0,1,0,100
237822-11122013,Summer,6990,7,Office Hours,apartment,0,1,0,100
237823-11122013,Summer,6990,8,Office Hours,apartment,0,1,0,100
239473-14122013,Summer,6100,2,Night-time,rest_home,0,2,0,100
240613-15122013,Summer,6990,2,Night-time,hotel,0,3,0,100
241417-17122013,Summer,6990,3,Office Hours,hospital,0,1,0,100
241556-17122013,Summer,6120,0,Cooking-time,office,0,1,0,100
242332-18122013,Summer,6110,1,Office Hours,industry_facility,0,3,0,100
242375-18122013,Summer,6900,2,Office Hours,apartment,0,5,0,100
242464-18122013,Summer,6100,1,Cooking-time,house,0,3,0,100
242627-19122013,Summer,6990,4,Night-time,shopping_mall,0,1,0,100
242942-19122013,Summer,6990,5,Cooking-time,shopping_mall,0,1,0,100
243911-20122013,Summer,6200,2,Cooking-time,apartment,0,1,0,100
243924-20122013,Summer,0,0,Office Hours,school,0,1,0,100
244869-21122013,Summer,6200,1,Office Hours,rest_home,0,4,0,100
245269-22122013,Summer,6110,0,Night-time,shopping_mall,0,4,0,100
246616-24122013,Summer,1200,0,Night-time,others,0,3,0,100
247187-25122013,Summer,6990,4,Night-time,others,0,3,0,100
247557-25122013,Summer,6100,2,Office Hours,shopping_mall,0,2,0,100
247567-25122013,Summer,6100,3,Office Hours,shopping_mall,0,1,0,100
247906-26122013,Summer,6900,3,Night-time,hospital,0,2,0,100
248469-27122013,Summer,6990,3,Office Hours,others,0,3,0,100
248474-27122013,Summer,6990,2,Office Hours,industry_facility,0,3,0,100
249281-28122013,Summer,1900,0,Night-time,shopping_mall,0,1,0,100
000238-01012014,Summer,6200,0,Night-time,tansport,0,3,0,100
001831-03012014,Summer,6110,1,Office Hours,apartment,0,4,0,100
002112-03012014,Summer,6110,1,Night-time,hospital,0,2,0,100
003453-06012014,Summer,6100,5,Night-time,hospital,0,1,0,100
004629-07012014,Summer,6990,3,Office Hours,office,0,2,0,100
006032-10012014,Summer,1100,1,Night-time,tansport,0,1,0,100
006193-10012014,Summer,1100,2,Cooking-time,tansport,0,1,0,100
006453-10012014,Summer,1100,2,Cooking-time,office,0,1,0,100
007277-12012014,Summer,0,0,Cooking-time,school,0,1,0,100
007596-12012014,Summer,6100,3,Cooking-time,rest_home,0,2,0,100
008699-14012014,Summer,6110,2,Office Hours,industry_facility,0,2,0,100
009261-15012014,Summer,6110,3,Cooking-time,industry_facility,0,2,0,100
009785-16012014,Summer,6100,3,Night-time,apartment,0,1,0,100
009812-16012014,Summer,6100,4,Night-time,apartment,0,1,0,100
009964-16012014,Summer,6210,0,Office Hours,office,0,1,0,100
011295-17012014,Summer,6900,2,Night-time,industry_facility,0,4,0,100
012520-18012014,Summer,1100,2,Cooking-time,school,0,1,0,100
013590-20012014,Summer,1900,0,Office Hours,shopping_mall,0,1,0,100
014211-21012014,Summer,6100,1,Night-time,restaurant,0,2,0,100
014378-21012014,Summer,6900,2,Office Hours,hotel,0,2,0,100
015777-23012014,Summer,1120,0,Office Hours,office,0,5,0,100
016486-24012014,Summer,0,0,Night-time,apartment,0,4,0,100
017082-26012014,Summer,1100,2,Night-time,public_facility,0,1,0,100
017528-26012014,Summer,6200,2,Night-time,others,0,1,0,100
019906-30012014,Summer,6100,2,Office Hours,hotel,0,1,0,100
020757-31012014,Summer,6990,2,Office Hours,tansport,0,1,0,100
022421-02022014,Summer,6200,2,Office Hours,apartment,0,1,0,100
022764-03022014,Summer,0,0,Night-time,hotel,0,2,0,100
025120-06022014,Summer,0,0,Cooking-time,industry_facility,0,1,0,100
026045-08022014,Summer,6990,1,Night-time,tansport,0,4,0,100
028073-10022014,Summer,7110,0,Office Hours,others,0,1,0,100
028266-11022014,Summer,6990,2,Night-time,tansport,0,2,0,100
029814-13022014,Summer,6990,2,Cooking-time,school,0,1,0,100
031006-15022014,Summer,7110,0,Night-time,others,0,2,0,100
